Radiant_Score,Dire_Score,Win,Radiant_Gold_Per_Minute_Per_Game,Radiant_XP_Per_Minute_Per_Game,Radiant_Lane_Efficient_Points_Per_Game,Radiant_Stuns_Per_Game,Radiant_Tower_Kills_Per_Game,Radiant_Actions_Per_Minute,Dire_Gold_Per_Minute_Per_Game,Dire_XP_Per_Minute_Per_Game,Dire_Lane_Efficient_Points_Per_Game,Dire_Stuns_Per_Game,Dire_Tower_Kills_Per_Game,Dire_Actions_Per_Minute
20,9,0,2296.7,2464.67,271.31,132.6,5.75,996.32,2292.9900000000002,2481.4700000000003,318.92,148.02,7.12,930.6
24,34,1,2298.6099999999997,2597.2599999999998,295.11,147.75,6.38,972.97,2361.16,2633.02,314.48,165.32999999999998,8.31,892.78
0,0,0,2485.25,2428.9,313.76,133.69,6.74,1338.28,2268.5499999999997,2233.73,280.53999999999996,146.63,5.5600000000000005,1101.05
4,31,1,2429.99,2683.79,308.53999999999996,145.76999999999998,7.4399999999999995,1033.29,2319.79,2536.0199999999995,281.92,148.3,6.08,1084.1899999999998
24,41,1,2224.57,2519.44,277.87,127.34,6.0,822.86,2150.65,2462.5699999999997,288.51,131.49,5.78,1201.2
43,30,0,2313.57,2539.47,296.26,156.64,6.3999999999999995,1220.33,2100.13,2364.69,257.53000000000003,171.39,4.93,895.44
43,27,0,2297.46,2706.4,290.52000000000004,193.32,5.69,1681.4499999999998,2243.69,2553.21,302.76,140.23999999999998,6.920000000000001,906.18
38,15,0,2227.08,2555.18,288.90999999999997,153.18,5.859999999999999,824.7599999999999,2254.37,2543.7200000000003,300.67,143.66,6.91,892.14
32,16,0,2298.6099999999997,2597.2599999999998,295.11,147.75,6.38,972.97,2361.16,2633.0200000000004,314.48,165.32999999999998,8.31,892.78
36,43,1,2214.58,2576.52,303.58000000000004,155.92999999999998,5.75,1310.6599999999999,2158.0200000000004,2510.5699999999997,289.49,152.9,5.44,1030.1399999999999
13,22,1,2248.55,2554.21,283.39,138.5,5.970000000000001,1048.36,2243.69,2553.21,302.76,140.23999999999998,6.92,906.1800000000001
27,53,1,2390.75,2460.6200000000003,294.8,160.9,5.89,697.5,2517.76,2548.38,311.66999999999996,138.97,7.68,797.97
34,19,0,2486.0299999999997,2468.56,318.8,145.97,6.33,949.29,2630.3499999999995,2612.1800000000003,326.61,167.07,8.68,895.5
22,11,0,2131.1099999999997,2577.04,286.74,158.19,5.43,952.0000000000001,2140.95,2545.56,283.53,162.82999999999998,5.419999999999999,1328.8500000000001
38,19,0,2094.24,2553.1699999999996,290.72,164.54999999999998,4.32,1160.42,2010.6799999999998,2443.5499999999997,286.47,122.86000000000001,4.97,1161.75
36,23,0,2144.4,2640.2,363.6,128.0,4.45,1930.3,2155.96,2558.91,287.65,159.32999999999998,5.069999999999999,1324.0199999999998
27,41,1,2229.37,2461.56,298.25,134.54999999999998,6.6000000000000005,1083.01,2578.0,2765.5099999999998,342.61,124.87,9.49,1051.26
28,47,1,2207.17,2562.98,272.15999999999997,174.88000000000002,4.99,1154.97,2243.69,2553.21,302.76,140.24,6.92,906.18
26,33,1,2162.3900000000003,2437.56,289.02,155.13,6.14,1011.1099999999999,2436.2799999999997,2626.3399999999997,334.5,130.18,9.45,1198.49
21,32,1,2229.37,2461.5600000000004,298.25,134.55,6.6000000000000005,1083.01,2578.0,2765.51,342.61,124.87,9.49,1051.26
9,26,1,2385.12,2576.6400000000003,293.36,125.74000000000001,7.0,999.16,2390.26,2632.27,315.83,148.75,8.35,918.0
31,18,0,2275.88,2454.0,298.66999999999996,137.46,6.1899999999999995,1069.29,1971.9,2141.0099999999998,279.03,138.64,5.11,885.85
13,32,1,2292.47,2605.94,302.46,164.75,5.94,1114.05,2043.72,2347.45,268.02,161.23000000000002,5.47,843.84
31,13,0,2041.7599999999998,2555.8899999999994,262.94,164.54000000000002,3.26,1436.3,2140.95,2545.5600000000004,283.53,162.82999999999998,5.419999999999999,1328.85
24,8,0,2194.88,2576.32,289.56,155.42,5.97,1097.6100000000001,2140.95,2545.5600000000004,283.53,162.82999999999998,5.419999999999999,1328.8500000000001
18,24,1,1535.3600000000001,1910.48,224.49,136.52,2.95,0.0,1170.65,1591.81,171.62,100.14000000000001,1.3900000000000001,0.0
37,33,0,2130.66,2480.11,294.05,156.04000000000002,5.62,1110.31,2005.6499999999999,2425.4900000000002,272.53000000000003,154.88,5.1499999999999995,1263.0600000000002
14,33,1,2380.74,2640.99,312.63,130.06,8.52,1108.8,2230.88,2408.32,317.44,104.1,6.259999999999999,1253.5099999999998
23,7,0,2387.06,2724.46,308.35,130.26,6.76,1174.0700000000002,2348.6400000000003,2669.8999999999996,302.89,131.66,6.6499999999999995,873.5600000000001
30,10,0,2385.12,2576.6400000000003,293.36,125.74000000000001,7.0,999.16,2390.26,2632.27,315.83000000000004,148.75,8.35,918.0
21,10,0,2238.08,2563.54,290.37,151.51000000000002,6.860000000000001,1150.1,2243.69,2553.21,302.76,140.23999999999998,6.92,906.18
15,7,0,2298.21,2637.62,276.01,176.79999999999998,5.84,994.6400000000001,2158.0200000000004,2510.5699999999997,289.49,152.9,5.44,1030.14
25,9,0,2541.94,2750.1,356.67,147.57,7.39,1199.44,2186.23,2393.7,315.11,135.76999999999998,4.98,915.24
33,11,0,2675.21,2838.0600000000004,353.94,135.62,9.18,1122.83,2186.23,2393.7,315.11,135.76999999999998,4.98,915.24
0,0,0,2372.5299999999997,2212.72,311.86,112.73000000000002,6.18,797.01,2282.12,2262.88,282.96,135.91,5.17,799.6899999999999
35,29,0,2541.94,2750.1,356.67,147.57,7.39,1199.44,2186.23,2393.7,315.11,135.76999999999998,4.9799999999999995,915.24
32,12,0,2310.2799999999997,2839.73,318.34000000000003,139.81,5.69,1448.9499999999998,2068.27,2503.7,292.06,119.75,4.64,1374.91
44,25,0,2522.1800000000003,2929.89,331.5,178.99,7.09,1038.39,2328.99,2773.58,312.57,202.43,5.65,1383.39
15,28,0,2280.7099999999996,2697.23,290.12,198.07,6.2700000000000005,1495.19,2243.5,2678.08,304.28000000000003,200.03000000000003,4.890000000000001,956.36
20,38,1,2231.12,2702.02,304.09999999999997,203.60999999999999,5.71,1061.88,2260.19,2691.54,301.09,202.66000000000003,5.2700000000000005,1227.05
29,38,1,2613.15,2859.33,356.45,163.90000000000003,8.48,947.77,2186.23,2393.7,315.11,135.77,4.98,915.24
27,13,0,2600.4400000000005,3045.2799999999997,335.03,202.5,6.79,895.54,2331.6099999999997,2767.99,308.52,202.06,5.46,1021.2
29,18,0,2184.33,2658.1000000000004,293.88,209.55999999999997,5.02,1227.02,2155.96,2558.91,287.65,159.32999999999998,5.069999999999999,1324.02
30,19,0,2092.73,2326.42,287.27,125.75,5.65,1093.78,2320.4500000000003,2630.4300000000003,315.12,160.22,5.47,1376.51
13,33,1,2306.95,2649.49,297.1,184.22,6.06,1016.1299999999999,2158.02,2510.57,289.49,152.9,5.44,1030.1399999999999
21,8,0,2297.76,2328.4900000000002,291.44,163.44,4.33,875.29,2388.7,2306.5200000000004,297.57,145.41,6.5,855.28
35,41,0,2387.06,2724.46,308.34999999999997,130.26,6.76,1174.0700000000002,2289.95,2609.34,301.48,148.10000000000002,6.21,904.4999999999999
7,29,1,2291.7200000000003,2640.8100000000004,304.38,175.23,7.109999999999999,1172.23,2216.38,2633.3599999999997,298.98,199.53,5.010000000000001,1177.1799999999998
34,7,0,2675.21,2838.06,353.94,135.62,9.18,1122.8300000000002,2186.23,2393.7,315.11,135.76999999999998,4.98,915.24
40,30,0,1725.2,1731.6699999999998,264.43,138.38,2.56,807.5400000000001,2414.66,2367.11,310.58000000000004,144.6,6.37,1176.33
44,49,1,2367.44,2557.07,295.54999999999995,134.17999999999998,5.860000000000001,961.2,2466.3700000000003,2613.59,309.46,152.15,7.640000000000001,1065.82
27,19,0,1725.2000000000003,1731.6699999999998,264.43,138.38,2.56,807.5400000000001,2414.66,2367.11,310.58000000000004,144.6,6.37,1176.33
38,26,0,2247.61,2503.17,293.03,109.39000000000001,6.61,841.85,2354.4800000000005,2591.4500000000003,298.03999999999996,154.85,7.07,1003.02
16,32,1,1811.0900000000001,2138.5,251.29000000000002,118.25999999999999,4.83,0.0,1670.58,2105.99,240.86,140.88,3.84,0.0
11,35,1,2203.09,2352.5699999999997,292.5,173.59,5.5600000000000005,1233.9299999999998,2101.2200000000003,2358.44,281.81,163.31,4.250000000000001,1317.14
21,20,1,2203.09,2352.5699999999997,292.5,173.59,5.56,1233.9299999999998,2101.2200000000003,2358.44,281.81,163.31,4.250000000000001,1317.14
16,6,0,2275.15,2508.9900000000002,293.8,145.91,5.6,1303.09,2149.49,2317.01,279.06,137.52,5.58,1294.54
23,12,0,2414.49,2369.37,332.0,154.7,7.99,1126.7399999999998,2379.88,2335.1000000000004,307.81,151.55999999999997,6.129999999999999,1233.71
18,30,1,2326.1,2313.3900000000003,300.25,113.09,5.5600000000000005,872.96,2379.88,2335.1000000000004,307.81,151.55999999999997,6.129999999999999,1233.71
30,19,0,2327.13,2360.88,312.26,150.32999999999998,5.220000000000001,721.63,2385.33,2331.38,300.88,155.32999999999998,5.87,1035.95
30,10,0,2662.58,2463.24,340.51,102.58,9.209999999999999,1034.3,2379.88,2335.1000000000004,307.81,151.55999999999997,6.129999999999999,1233.71
15,32,1,2326.1,2313.3900000000003,300.25000000000006,113.08999999999999,5.5600000000000005,872.96,2379.88,2335.1,307.81,151.56,6.129999999999999,1233.71
37,36,1,2319.3,2321.71,306.40999999999997,125.86999999999999,6.17,905.3,2385.33,2331.38,300.88,155.32999999999998,5.87,1035.95
39,20,0,2327.13,2360.88,312.26,150.32999999999998,5.220000000000001,721.63,2385.33,2331.38,300.88,155.32999999999998,5.87,1035.95
18,21,1,2478.71,2469.8500000000004,323.64,151.32999999999998,7.2,987.2800000000001,2371.25,2407.34,309.72,162.23,5.879999999999999,1353.98
11,33,1,2470.4,2432.65,300.78,109.60000000000001,5.99,1050.37,2385.33,2331.38,300.88,155.32999999999998,5.87,1035.95
38,40,1,2356.8900000000003,2323.29,308.0,143.9,6.31,1247.02,2453.39,2412.12,315.8,158.90999999999997,6.32,1240.61
39,9,0,2587.8799999999997,2552.37,336.53999999999996,148.94000000000003,7.2700000000000005,984.68,2346.6000000000004,2363.26,305.41999999999996,155.73,5.63,1444.86
0,0,0,2378.1,2390.81,293.36,112.81,6.1000000000000005,1023.64,2482.14,2491.5299999999997,293.35,135.87,6.63,750.5300000000001
25,16,0,2519.21,2494.2,325.23,141.68,7.359999999999999,1171.6799999999998,2473.6,2395.88,317.33,153.39,6.75,1253.6000000000001
17,26,1,2551.34,2539.58,322.35,117.31,4.949999999999999,1227.1200000000001,2583.02,2500.8100000000004,329.70000000000005,141.85,7.15,1342.11
25,28,1,2379.88,2335.1,307.80999999999995,151.56,6.13,1233.71,2662.58,2463.24,340.51,102.58,9.209999999999999,1034.3000000000002
7,25,1,2102.73,2366.81,263.68,146.34,4.5600000000000005,1077.19,2563.35,2713.17,322.79,163.71,8.39,1182.29
21,8,0,2535.0099999999998,2490.71,312.76,164.34,7.39,1122.37,2481.37,2406.46,315.98,160.36999999999998,6.88,910.9499999999999
34,27,0,2385.39,2354.4700000000003,308.24,119.61,8.129999999999999,844.72,2414.66,2367.11,310.58000000000004,144.6,6.37,1176.33
29,15,0,1880.7400000000002,2279.1899999999996,230.68,131.5,5.86,0.0,1920.34,2484.45,261.12,156.28000000000003,4.86,0.0
37,50,1,2490.13,2611.91,315.91,121.72999999999999,8.579999999999998,950.1700000000001,2320.87,2564.8100000000004,304.42,136.85,6.97,1047.03
30,30,0,2613.15,2859.33,356.44999999999993,163.9,8.48,947.77,2203.09,2352.57,292.5,173.59,5.5600000000000005,1233.93
34,19,0,1928.2199999999998,2180.5,233.04000000000002,187.45,3.7699999999999996,1414.4700000000003,2203.09,2352.57,292.5,173.59,5.5600000000000005,1233.93
18,40,1,2361.16,2633.02,314.48,165.32999999999998,8.31,892.78,2298.6099999999997,2597.2599999999998,295.11,147.75,6.38,972.97
25,23,0,2149.49,2317.0099999999998,279.06,137.52,5.58,1294.54,2275.15,2508.9900000000002,293.8,145.91,5.6000000000000005,1303.09
2,19,1,2241.75,2555.1,295.74,152.21,5.890000000000001,1101.05,2360.9100000000003,2600.09,304.12,186.23000000000002,5.430000000000001,1310.26
24,16,0,2265.46,2491.01,276.02000000000004,140.52,5.340000000000001,1078.8600000000001,2275.15,2508.9900000000002,293.8,145.91,5.6000000000000005,1303.09
38,28,0,2203.74,2677.63,315.15999999999997,144.03000000000003,7.260000000000001,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
27,10,0,1857.6699999999998,2303.67,256.23999999999995,132.06,3.74,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
11,26,1,2393.25,2768.49,324.69,111.67,8.31,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
13,17,1,2056.93,2463.34,285.78000000000003,118.11999999999999,4.96,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
16,30,1,1459.17,1967.04,209.38,118.23,1.91,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
15,26,1,1586.76,2111.98,226.36,137.35,2.2800000000000002,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
40,27,0,2588.13,2893.9400000000005,317.83,97.87,9.100000000000001,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
17,27,1,2215.0,2648.0299999999997,315.11,136.3,5.87,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
22,36,1,1459.17,1967.04,209.38000000000002,118.22999999999999,1.9099999999999997,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
38,13,0,2569.15,2953.05,360.90000000000003,122.10000000000001,6.75,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
15,23,1,2569.15,2953.05,360.90000000000003,122.10000000000001,6.75,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
15,12,1,2056.9300000000003,2463.34,285.78000000000003,118.12,4.96,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
16,34,1,2273.98,2693.54,273.75,180.02999999999997,7.300000000000001,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
25,23,0,2273.98,2693.54,273.75,180.03,7.300000000000001,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
27,20,1,1935.67,2321.2,279.14,73.41,5.38,1482.48,2651.92,2958.51,361.6,84.75,10.39,1498.4
51,23,0,1811.0900000000001,2138.5,251.29,118.25999999999999,4.83,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
18,23,1,2203.74,2677.63,315.15999999999997,144.03,7.260000000000001,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
19,36,1,2203.74,2677.63,315.15999999999997,144.03,7.26,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
36,13,0,2195.1899999999996,2587.93,326.26,136.21,6.64,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
25,7,0,2273.98,2693.54,273.75,180.02999999999997,7.300000000000001,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
41,20,0,2273.98,2693.54,273.75,180.02999999999997,7.300000000000001,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
33,10,0,1589.2300000000002,2063.48,204.34000000000003,99.21,2.62,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
24,12,0,2098.26,2586.95,281.53,143.6,5.74,0.0,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0
22,7,0,1535.3600000000001,1910.48,224.49,136.51999999999998,2.9499999999999997,0.0,1170.65,1591.81,171.62,100.14,1.3900000000000001,0.0
6,24,1,1629.22,2029.94,219.48000000000002,87.93,3.04,862.3299999999999,1935.67,2321.2,279.14,73.41,5.38,1482.48
12,21,1,2379.88,2335.1,307.81,151.56,6.13,1233.71,2662.58,2463.24,340.51,102.58,9.209999999999999,1034.3000000000002
3,26,1,2203.09,2352.57,292.5,173.59,5.56,1233.93,1928.2199999999998,2180.5,233.04000000000002,187.45,3.7699999999999996,1414.47
19,31,1,1860.3700000000001,2245.44,261.75,125.42999999999999,3.9000000000000004,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
20,5,0,2588.13,2893.94,317.83,97.87,9.1,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
9,29,1,1880.74,2279.1899999999996,230.68,131.5,5.86,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
20,24,1,2569.15,2953.05,360.90000000000003,122.10000000000001,6.75,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
33,16,0,1629.22,2029.94,219.48000000000002,87.93,3.04,862.3299999999999,1935.67,2321.2,279.14,73.41,5.38,1482.48
30,39,1,2263.16,2689.0200000000004,314.15999999999997,134.71,5.800000000000001,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
21,6,0,1920.34,2484.45,261.12,156.28,4.859999999999999,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
17,28,1,1880.7400000000002,2279.1899999999996,230.68,131.5,5.859999999999999,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
27,6,0,2008.2399999999998,2371.63,271.01,159.12,4.67,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
34,28,1,2203.74,2677.63,315.15999999999997,144.03,7.26,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
37,25,0,2263.16,2689.02,314.16,134.71,5.8,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
36,13,0,1920.34,2484.45,261.12,156.28,4.859999999999999,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
18,32,1,2588.13,2893.94,317.83,97.87,9.1,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
16,20,1,1811.0900000000001,2138.5,251.29000000000002,118.25999999999999,4.83,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
29,29,0,2273.98,2693.54,273.75000000000006,180.03000000000003,7.300000000000001,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
5,21,1,2569.15,2953.05,360.90000000000003,122.10000000000001,6.75,0.0,1880.7400000000002,2279.1899999999996,230.67999999999995,131.5,5.860000000000001,0.0
12,33,1,1552.0,2001.9499999999998,187.39999999999998,141.9,1.35,935.5,1935.67,2321.2,279.14,73.41,5.38,1482.48
28,8,0,2651.92,2958.51,361.6,84.75,10.39,1498.4,1935.67,2321.2,279.14,73.41,5.38,1482.48
22,23,0,2088.73,2505.42,284.09000000000003,138.63,4.9399999999999995,984.77,2145.6299999999997,2466.43,296.74,76.24,6.6,1594.19
15,37,1,2385.12,2576.6400000000003,293.36,125.74000000000001,7.0,999.1599999999999,2298.61,2597.2599999999998,295.11,147.75,6.38,972.9699999999998
48,40,0,2379.88,2335.1,307.81,151.56,6.13,1233.71,2662.58,2463.24,340.51,102.58,9.209999999999999,1034.3
5,20,1,2669.39,2635.11,325.85,167.57,5.9,1284.8200000000002,2481.37,2406.46,315.98,160.37,6.88,910.9499999999999
24,3,0,2355.41,2323.27,292.43,118.00999999999999,5.37,737.9,2385.33,2331.38,300.88000000000005,155.32999999999998,5.87,1035.95
42,37,0,2346.33,2573.4300000000003,278.05,136.04,6.17,996.3,2354.48,2591.4500000000003,298.04,154.85000000000002,7.07,1003.02
34,31,0,2293.37,2326.84,315.56,152.88,6.699999999999999,854.04,2481.37,2406.46,315.98,160.37,6.880000000000001,910.9499999999999
23,12,0,2367.44,2557.0699999999997,295.55,134.17999999999998,5.86,961.2,2466.37,2613.59,309.46,152.15,7.64,1065.82
24,21,0,1577.6299999999999,1941.5500000000002,212.66,155.14,1.9400000000000002,1103.9,2203.09,2352.57,292.5,173.59,5.5600000000000005,1233.93
28,15,0,2241.75,2555.1,295.74,152.21,5.890000000000001,1101.05,2360.91,2600.09,304.12,186.23000000000002,5.430000000000001,1310.2600000000002
26,29,0,2256.01,2546.5299999999997,300.59000000000003,164.8,6.83,953.5699999999999,2275.15,2508.9900000000002,293.8,145.91,5.6000000000000005,1303.09
9,26,1,2265.46,2491.01,276.02,140.52,5.34,1078.8600000000001,2275.15,2508.9900000000002,293.8,145.91,5.6000000000000005,1303.09
0,0,0,2378.1000000000004,2390.81,293.36,112.81,6.1,1023.64,2566.9,2546.7699999999995,326.13,129.62,8.5,804.6
28,9,0,2369.88,2581.29,285.96000000000004,169.26,5.4,1477.27,2320.87,2564.81,304.42,136.85,6.97,1047.03
10,33,1,2392.19,2788.3799999999997,315.15000000000003,170.76,6.82,1003.7199999999999,2360.91,2600.09,304.12,186.23,5.430000000000001,1310.2600000000002
48,43,0,2477.45,2679.73,336.93,121.55,6.5,1212.42,2320.87,2564.81,304.42,136.85,6.97,1047.03
4,20,1,2262.0,2514.67,298.13,161.32999999999998,6.54,1173.72,2203.09,2352.5699999999997,292.5,173.59,5.5600000000000005,1233.93
23,19,0,2290.57,2710.87,296.19,184.82999999999998,5.819999999999999,1165.34,2360.91,2600.09,304.12,186.23,5.430000000000001,1310.2599999999998
27,19,0,2123.67,2596.65,289.17,145.03,5.37,1298.73,2145.63,2466.43,296.74,76.24,6.6,1594.19
12,28,1,2312.47,2497.69,293.31,130.22,5.569999999999999,1186.11,2084.19,2345.9300000000003,266.69,154.89999999999998,4.29,1075.4499999999998
34,44,1,1552.0,2001.9499999999998,187.39999999999998,141.9,1.35,935.5,1935.67,2321.2,279.14,73.41,5.38,1482.48
33,32,0,2651.92,2958.51,361.6,84.75,10.39,1498.4,1935.67,2321.2,279.14,73.41,5.38,1482.48
26,6,0,2178.11,2520.68,133.0,44.6,4.66,355.34,1932.5900000000001,2321.87,77.7,20.24,2.6,258.9
17,31,1,2262.0,2514.67,298.13,161.33,6.54,1173.72,2203.09,2352.5699999999997,292.5,173.59,5.56,1233.93
22,17,0,2204.1800000000003,2445.52,309.68,171.13,5.94,1403.3000000000002,2203.09,2352.5699999999997,292.5,173.59,5.56,1233.93
4,29,1,2314.2000000000003,2654.63,292.41999999999996,132.09,5.15,1240.5400000000002,2213.35,2320.2299999999996,280.52,151.18,5.210000000000001,1161.98
27,9,0,2669.39,2635.11,325.85,167.57000000000002,5.8999999999999995,1284.8200000000002,2668.09,2542.5299999999997,346.5,153.38,8.24,967.83
39,41,1,2126.7200000000003,2407.23,280.38000000000005,129.62,5.62,907.81,2192.0899999999997,2539.11,280.74,156.7,5.87,874.73
39,15,0,2253.1499999999996,2618.84,294.01,158.38,5.76,992.5799999999999,2440.0200000000004,2717.3499999999995,300.96000000000004,137.99,6.890000000000001,939.95
46,14,0,2236.64,2601.84,278.43,122.72,5.52,1187.97,2377.2799999999997,2711.94,287.5,142.68,6.29,1161.7
26,42,1,2061.8599999999997,2261.84,279.85,111.81,4.6899999999999995,1305.55,2279.7799999999997,2515.31,312.98,129.03,6.66,1364.8100000000002
7,33,1,2256.62,2541.51,295.57,154.7,5.8,1013.0600000000001,2346.03,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
34,40,1,2247.4900000000002,2546.6400000000003,278.74,175.14000000000001,5.31,1905.07,2346.03,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
25,36,1,2421.01,2460.09,315.27,150.22,7.33,899.8,2668.09,2542.53,346.5,153.38,8.24,967.83
31,40,1,2371.33,2551.94,304.55,111.17999999999999,6.869999999999999,895.8799999999999,2437.84,2600.07,303.94,156.82,7.43,1028.3
20,36,1,2510.31,2492.99,315.09000000000003,167.23000000000002,7.2,1386.59,2668.09,2542.53,346.5,153.38,8.24,967.83
19,31,1,1998.9199999999998,2297.29,242.41,171.35,3.0300000000000002,998.7,2453.25,2602.3,308.58,152.23000000000002,7.719999999999999,1035.51
25,30,1,2250.46,2441.46,299.76,138.21,6.210000000000001,1342.67,2279.7799999999997,2515.31,312.98,129.03,6.66,1364.8100000000002
13,33,1,2256.62,2541.51,295.56999999999994,154.7,5.8,1013.06,2346.03,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
36,23,0,2298.21,2637.62,276.01,176.8,5.840000000000001,994.64,2375.62,2661.07,308.43,144.26,8.0,1340.3200000000002
51,51,1,2072.05,2367.21,309.78000000000003,152.99,4.840000000000001,870.6800000000001,2346.03,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
33,34,0,2715.7599999999998,2697.64,316.09,189.55,7.5,1127.0500000000002,2652.21,2621.55,323.59,152.54,8.3,884.1199999999999
18,43,1,2591.35,2610.93,335.45,142.42000000000002,8.03,802.31,2652.21,2621.55,323.59000000000003,152.54,8.299999999999999,884.12
18,3,0,2319.83,2536.69,278.27,149.47,4.54,1249.8700000000001,2496.88,2747.99,294.74,159.82999999999998,7.239999999999999,868.1600000000001
10,26,1,2399.84,2683.6299999999997,301.76,141.29999999999998,6.529999999999999,1140.78,2346.0299999999997,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
7,29,1,2262.0,2514.67,298.13,161.32999999999998,6.54,1173.7199999999998,2437.37,2699.2200000000003,333.78000000000003,167.85000000000002,6.15,1357.1200000000001
25,15,0,2247.4900000000002,2546.6400000000003,278.74,175.14,5.31,1905.0700000000002,2346.0299999999997,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
36,38,1,2127.8,2381.6800000000003,273.81,168.16,5.319999999999999,1328.13,2346.0299999999997,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
46,33,0,3023.34,3060.4100000000003,351.65,123.36999999999999,12.42,1623.9099999999999,2375.1099999999997,2760.54,297.15,140.32,6.209999999999999,1318.63
26,14,0,2247.49,2546.6400000000003,278.74,175.14,5.3100000000000005,1905.0700000000002,2346.0299999999997,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
31,20,0,2247.4900000000002,2546.6400000000003,278.74,175.14000000000001,5.31,1905.07,2346.0299999999997,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
8,35,1,2124.43,2314.7200000000003,293.58000000000004,144.27999999999997,4.84,1486.49,2346.0299999999997,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
20,48,1,2345.8900000000003,2574.2,296.89,148.93,6.02,1101.96,2527.45,2726.34,321.8,127.03,9.23,1074.32
46,17,0,2346.33,2573.4300000000003,278.04999999999995,136.04000000000002,6.17,996.3,2466.37,2613.59,309.46000000000004,152.14999999999998,7.64,1065.8200000000002
5,24,1,2229.37,2461.56,298.25,134.55,6.6,1083.0100000000002,2328.8399999999997,2645.53,294.55000000000007,166.91000000000003,7.030000000000001,1280.53
38,23,0,2172.84,2503.5299999999997,279.75,150.63,6.4,1233.52,2307.37,2630.77,288.29,144.04,6.23,940.4000000000001
31,12,0,2390.26,2632.27,315.83,148.75,8.350000000000001,918.0,2407.59,2723.2599999999998,298.20000000000005,150.23000000000002,5.6899999999999995,1019.73
36,18,0,3042.6800000000003,3074.54,364.19999999999993,82.12,9.97,1592.89,2346.0299999999997,2586.6000000000004,312.65,145.36,6.390000000000001,1341.5
27,15,0,2788.33,3127.9900000000002,339.25,173.61,9.24,1440.85,2375.1099999999997,2760.54,297.15,140.32,6.209999999999999,1318.63
21,37,1,1921.1900000000003,2017.2100000000003,279.42,158.72,3.3100000000000005,1383.32,2599.2,2503.2200000000003,338.19,147.89,7.8100000000000005,1046.0300000000002
