Match_ID,Team_ID,Radiant_Account_ID_0,Radiant_Account_ID_1,Radiant_Account_ID_2,Radiant_Account_ID_3,Radiant_Account_ID_4
5275614315,6209166.0,129958758,129958758,207829314,207829314,182331313
5429173168,3586078.0,94281932,121404228,121404228,136829091,136829091
5429076270,3586078.0,136829091,94281932,136829091,121404228,121404228
5428980130,3586078.0,136829091,136829091,94281932,121404228,121404228
5377860112,3586078.0,136829091,121404228,136829091,121404228,94281932
5371764703,3586078.0,94281932,136829091,121404228,121404228,136829091
5366144770,3586078.0,136829091,136829091,94281932,121404228,121404228
5365845524,3586078.0,94281932,136829091,121404228,121404228,136829091
5323448219,3586078.0,136829091,94281932,136829091,121404228,121404228
5323288326,3586078.0,136829091,136829091,94281932,121404228,121404228
5279724253,111474.0,18180970,86799300,86799300,12231202,12231202
5430733800,350190.0,113457795,113457795,84772440,84772440,102099826
5430565636,350190.0,84772440,113457795,84772440,113457795,102099826
5373751918,350190.0,113457795,84772440,113457795,102099826,84772440
5373683895,350190.0,84772440,113457795,113457795,84772440,102099826
5373606577,350190.0,84772440,113457795,84772440,113457795,102099826
5358800189,350190.0,113457795,84772440,84772440,102099826,113457795
5328885378,350190.0,102099826,84772440,113457795,113457795,84772440
5328812011,350190.0,102099826,113457795,84772440,113457795,84772440
5328735382,350190.0,113457795,84772440,102099826,113457795,84772440
5321327214,350190.0,84772440,84772440,113457795,113457795,102099826
5321093000,350190.0,113457795,102099826,84772440,84772440,113457795
5427618057,2108395.0,152545459,87012746,155494381,155494381,87012746
5427494545,2108395.0,155494381,87012746,87012746,152545459,155494381
5356805888,7849151.0,89871557,177085220,142139318,363724571,93616251
5356739709,7849151.0,93616251,142139318,89871557,363724571,177085220
5412579589,7819112.0,136737280,201741490,337575662,105610776,150862738
5361101564,7732977.0,156328257,156328257,237325411,389033587,237325411
5361032897,7732977.0,389033587,156328257,237325411,237325411,156328257
5232281273,7683937.0,115102590,139985766,115102590,144870065,139985766
5232666426,7681903.0,89871557,192914280,177085220,93616251,91369376
5232545924,7681903.0,93616251,192914280,89871557,177085220,91369376
5429016584,7667517.0,21289303,59273184,59273184,254710104,59273184
5409425483,7667517.0,59273184,59273184,21289303,59273184,100895600
5409257077,7667517.0,21289303,59273184,59273184,150862738,59273184
5393966053,7404529.0,91644707,89603649,118233883,91644707,89603649
5393860404,7404529.0,89603649,118233883,89603649,91644707,91644707
5427356535,7408845.0,323792491,323792491,316217576,316217576,316217576
5427189903,7408845.0,323792491,316217576,323792491,316217576,316217576
5414691206,7408845.0,316217576,323792491,316217576,316217576,323792491
5414510836,7408845.0,323792491,323792491,316217576,316217576,316217576
5065436745,7407260.0,205813150,108221389,205813150,205813150,108221389
5065393748,7407260.0,205813150,108221389,205813150,205813150,108221389
5301255980,7359917.0,201741490,105610776,201741490,105610776,201741490
5431101973,674762.0,103126502,93119769,103126502,93119769,103126502
5430990787,674762.0,103126502,103126502,103126502,93119769,93119769
5422591455,674762.0,103126502,103126502,93119769,93119769,103126502
5302785034,674762.0,86975889,103126502,86975889,86975889,101897410
5293470504,674762.0,169756712,86975889,86975889,86975889,153749549
5291383024,674762.0,86975889,86975889,34726076,86975889,34726076
5432388286,6738815.0,103045129,100598959,103045129,100598959,103045129
5432313466,6738815.0,103045129,100598959,103045129,100598959,103045129
5430324857,6738815.0,103045129,100598959,103045129,103045129,100598959
5424449072,6738815.0,100598959,100598959,103045129,103045129,103045129
5424344770,6738815.0,100598959,103045129,103045129,103045129,100598959
5414431587,6738815.0,103045129,103045129,100598959,100598959,103045129
5414361089,6738815.0,100598959,103045129,103045129,100598959,103045129
5409134236,6738815.0,103045129,103045129,100598959,100598959,103045129
5409074059,6738815.0,103045129,103045129,103045129,100598959,100598959
5409009304,6738815.0,103045129,103045129,103045129,100598959,100598959
5302867166,6738815.0,103045129,103045129,100598959,100598959,103045129
5407671331,6795631.0,119535307,121052479,121052479,121052479,121052479
5407523348,6795631.0,121052479,121052479,121052479,119535307,121052479
5420202760,7098928.0,127077041,104512126,113874152,127077041,113874152
5367646877,7098928.0,104512126,127077041,113874152,113874152,127077041
5367540392,7098928.0,127077041,104512126,127077041,113874152,113874152
5396073344,6187657.0,121833213,148526973,121833213,121833213,121833213
5416214928,4817649.0,196931374,126598297,126598297,196931374,126598297
5410661394,3586078.0,136829091,94281932,136829091,121404228,121404228
5410605476,3586078.0,94281932,136829091,121404228,121404228,136829091
5350240282,3586078.0,136829091,136829091,94281932,121404228,121404228
5067198525,2640025.0,199222238,137193239,199222238,136421659,199222238
5095814130,4.0,118134220,118134220,142139318,118134220,142139318
5348372732,350190.0,84772440,91369376,113457795,84772440,113457795
5348227042,350190.0,113457795,84772440,84772440,91369376,113457795
5369744367,2108395.0,155494381,152545459,87012746,87012746,155494381
