Match_ID,Player_Slot,Radiant_Win,Duration,Game_Mode,Lobby_Type,Hero_ID,Start_Time,Version,Kills,Deaths,Leaver_Status,Party_Size,Skill
114324402,0,False,2063,1,0,4,2013-02-01,,0,1,1,,
692758432,131,True,1862,1,0,7,2014-06-01,,1,9,0,,
692790600,132,True,2865,1,0,110,2014-06-01,,1,8,0,,
692842857,128,True,2183,1,0,110,2014-06-01,,0,10,0,,
692893183,0,True,1700,1,0,25,2014-06-01,,1,8,0,,
694087825,128,True,2201,1,0,71,2014-06-01,,2,9,0,,
694190834,132,True,1923,1,0,14,2014-06-01,,9,16,0,,
694274282,132,False,2663,4,0,69,2014-06-01,,5,7,0,,
694544316,0,False,2433,1,0,14,2014-06-01,,7,17,0,,
694627487,3,True,1540,1,0,22,2014-06-01,,7,2,0,,
694972955,1,False,2827,1,0,66,2014-06-02,,5,11,0,,
696703541,132,True,1718,1,0,20,2014-06-02,,4,5,0,,
696945811,128,True,1774,1,0,32,2014-06-03,,13,5,0,,
696973175,129,True,2190,1,0,32,2014-06-03,,18,6,0,,
698542163,2,False,3443,1,0,32,2014-06-03,,7,13,0,,
698799842,130,False,2357,4,0,31,2014-06-04,,13,6,0,,
698868623,3,True,1710,1,0,32,2014-06-04,,8,0,0,,
700465135,2,False,2534,1,0,32,2014-06-04,,13,8,0,,
700752264,130,True,1993,1,0,77,2014-06-05,,10,8,0,,
702349596,128,True,2068,1,0,35,2014-06-05,,3,10,0,,
704520667,3,False,1626,4,0,63,2014-06-07,,1,7,1,,
704540704,129,True,2582,1,0,44,2014-06-07,,10,10,0,,
704573230,128,True,2644,1,0,32,2014-06-07,,6,11,0,,
706007197,131,True,1385,1,0,91,2014-06-07,,0,3,1,,
706378109,2,False,1741,1,0,19,2014-06-07,,0,9,0,,
706424974,3,True,2163,4,0,43,2014-06-07,,9,1,0,,
706491897,129,True,2222,1,0,32,2014-06-07,,13,7,0,,
706535544,1,False,3059,1,0,19,2014-06-08,,11,13,0,,
706631177,4,True,2233,4,0,89,2014-06-08,,4,5,0,,
708344970,129,False,2899,1,0,84,2014-06-08,,6,12,0,,
708429839,130,True,1731,1,0,44,2014-06-08,,0,8,0,,
708477330,2,False,2419,1,0,19,2014-06-08,,4,9,0,,
710386066,0,True,1908,1,0,104,2014-06-09,,14,2,0,,
710431398,131,True,3137,1,0,104,2014-06-09,,6,8,0,,
710608900,132,False,2323,1,0,104,2014-06-10,,4,4,0,,
710639835,4,True,2673,12,0,59,2014-06-10,,4,15,0,,
712160363,4,True,1403,1,0,104,2014-06-10,,10,0,0,,
712446740,129,False,2177,12,0,13,2014-06-11,,9,7,0,,
714196051,129,True,1985,5,0,76,2014-06-11,,6,8,0,,
714305493,131,False,3230,3,0,76,2014-06-12,,9,9,0,,
714448126,0,True,3809,4,0,41,2014-06-12,,24,15,0,,
714502572,3,True,1366,16,0,13,2014-06-12,,2,3,0,,
715979115,3,False,3061,3,0,104,2014-06-12,,4,14,0,,
716110949,0,False,3114,3,0,19,2014-06-12,,15,10,0,,
716168925,1,False,1780,3,0,76,2014-06-12,,4,17,0,,
717743245,3,True,1334,3,0,56,2014-06-13,,3,2,0,,
717793227,130,False,1417,1,0,47,2014-06-13,,5,4,0,,
718213245,128,True,4082,1,0,19,2014-06-14,,11,7,0,,
719890093,2,False,1434,2,0,50,2014-06-14,,2,5,1,,
719970388,3,True,3058,1,0,19,2014-06-14,,9,10,0,,
720426281,132,True,3357,3,0,43,2014-06-15,,10,12,0,,
721653350,129,False,1325,1,0,47,2014-06-15,,6,1,0,,
721710684,0,False,1890,3,0,6,2014-06-15,,5,12,3,,
722232093,4,False,2157,1,0,4,2014-06-16,,6,21,0,,
722261223,129,False,1605,1,0,70,2014-06-16,,11,1,0,,
722281266,4,False,2185,1,0,70,2014-06-16,,7,13,0,,
724043047,1,False,2332,1,0,70,2014-06-17,,2,11,0,,
725740190,0,True,2747,1,0,32,2014-06-17,,21,6,0,,
729625427,4,False,1776,5,0,98,2014-06-19,,0,5,1,,
729914338,131,True,3452,1,0,13,2014-06-20,,9,9,0,,
731534392,2,True,2813,1,0,104,2014-06-20,,4,12,0,,
731796177,4,False,1460,1,0,26,2014-06-20,,1,7,1,,
731837830,129,True,2352,1,0,32,2014-06-20,,24,8,0,,
731905572,3,True,2001,1,0,13,2014-06-20,,1,10,1,,
731939337,1,False,1731,1,0,47,2014-06-20,,1,4,1,,
