Match_ID,Player_Slot,Radiant_Win,Duration,Game_Mode,Lobby_Type,Hero_ID,Start_Time,Version,Kills,Deaths,Leaver_Status,Party_Size,Skill
52010981,130,False,1455,0,0,16,2012-10-22,,7,2,0,,
52016119,129,False,667,0,0,48,2012-10-22,,7,1,0,,
52021403,129,False,2018,0,0,4,2012-10-22,,14,4,0,,
52027031,129,False,1591,0,0,21,2012-10-22,,3,1,0,,
52032109,129,False,1553,0,0,52,2012-10-22,,9,0,0,,
52037980,130,False,1899,0,0,67,2012-10-22,,13,2,0,,
52053991,3,True,2375,0,0,79,2012-10-22,,12,5,0,,
52066915,132,False,1360,0,0,20,2012-10-22,,10,4,0,,
52074419,4,False,3384,0,0,14,2012-10-22,,11,19,0,,
52133504,132,False,1109,0,0,15,2012-10-22,,6,1,0,,
52144242,131,True,2425,0,0,7,2012-10-22,,6,7,0,,
52167219,131,False,1226,0,0,62,2012-10-22,,7,0,0,,
52369217,132,False,1377,0,0,5,2012-10-23,,3,2,0,,
52382404,131,False,1572,0,0,63,2012-10-23,,5,2,0,,
52388903,3,True,1560,0,0,74,2012-10-23,,13,2,0,,
52394843,131,False,2642,0,0,11,2012-10-23,,14,9,0,,
52404994,1,True,1649,0,0,39,2012-10-23,,10,5,0,,
52413849,131,False,1566,0,0,50,2012-10-23,,4,3,0,,
52429387,2,True,2066,0,0,13,2012-10-23,,11,5,0,,
52444889,4,True,1348,0,0,51,2012-10-23,,9,2,0,,
52501879,3,True,3271,0,0,20,2012-10-23,,3,13,0,,
52526519,131,False,2057,0,0,64,2012-10-23,,4,5,0,,
52549229,128,False,1771,0,0,38,2012-10-23,,2,5,0,,
52715343,128,True,1709,0,0,26,2012-10-24,,6,10,0,,
52723966,130,True,2163,0,0,52,2012-10-24,,4,5,1,,
52730760,132,False,702,0,0,52,2012-10-24,,4,2,0,,
52734018,130,False,1605,0,0,52,2012-10-24,,6,1,0,,
52739231,2,True,1284,0,0,52,2012-10-24,,6,1,0,,
52743976,130,False,1725,0,0,52,2012-10-24,,13,5,0,,
52765459,2,True,1377,0,0,52,2012-10-24,,8,5,0,,
52789752,131,False,3514,0,0,52,2012-10-24,,5,13,0,,
52819879,130,False,2060,0,0,52,2012-10-24,,3,11,0,,
52839859,130,False,2372,0,0,52,2012-10-24,,5,7,0,,
52862300,129,False,1654,0,0,29,2012-10-24,,9,2,0,,
52878372,130,False,1920,0,0,81,2012-10-24,,13,3,0,,
52959104,128,True,1768,0,0,21,2012-10-24,,2,8,0,,
52974892,0,True,2464,0,0,62,2012-10-24,,13,4,0,,
53083038,130,False,626,0,0,86,2012-10-25,,0,0,0,,
53086251,130,True,3373,0,0,91,2012-10-25,,6,15,0,,
53097396,132,True,1267,0,0,25,2012-10-25,,8,5,1,,
53102580,129,False,1805,0,0,86,2012-10-25,,10,3,0,,
53110203,129,False,2936,0,0,86,2012-10-25,,3,8,0,,
53121951,131,True,3169,0,0,7,2012-10-25,,4,10,0,,
53136596,130,False,2122,0,0,25,2012-10-25,,8,9,0,,
