Match_ID,Player_Slot,Radiant_Win,Duration,Game_Mode,Lobby_Type,Hero_ID,Start_Time,Version,Kills,Deaths,Leaver_Status,Party_Size,Skill
208213415,4,False,3297,1,0,14,2013-05-31,,6,10,0,,
208263113,0,True,1283,1,0,6,2013-05-31,,14,0,0,,
208285209,3,True,1362,1,0,56,2013-05-31,,18,2,0,,
208306961,2,True,2190,1,0,18,2013-05-31,,4,4,0,,
208336837,3,False,1304,1,0,54,2013-05-31,,5,5,0,,
208353171,128,False,2816,1,0,32,2013-05-31,,25,4,0,,
208386289,4,False,2669,1,0,4,2013-06-01,,7,5,2,,
208597938,2,True,2279,1,0,41,2013-06-01,,25,4,0,,
208634910,131,False,1958,1,0,2,2013-06-01,,13,6,0,,
208660050,130,False,1090,1,0,90,2013-06-01,,5,2,0,,
208677907,2,False,1922,1,0,53,2013-06-01,,0,9,0,,
208707472,130,False,1526,1,0,11,2013-06-01,,17,2,0,,
208742084,131,True,2362,2,0,46,2013-06-01,,3,7,0,,
208782793,128,False,2872,1,0,11,2013-06-01,,17,7,0,,
208831251,132,True,2726,1,0,11,2013-06-01,,8,10,0,,
209505803,130,True,2221,1,0,70,2013-06-02,,5,4,0,,
209529391,129,False,1505,1,0,11,2013-06-02,,5,3,0,,
209566294,129,False,3057,1,0,11,2013-06-02,,8,5,0,,
209608879,1,True,3304,1,0,14,2013-06-02,,19,5,0,,
209652613,132,False,2233,1,0,63,2013-06-02,,8,4,0,,
209688441,1,True,1872,1,0,4,2013-06-02,,14,3,0,,
209715992,132,False,3146,1,0,53,2013-06-02,,12,12,0,,
209879739,128,False,2964,1,0,38,2013-06-02,,12,11,0,,
209933655,2,False,3045,1,0,42,2013-06-02,,1,8,0,,
210388020,1,True,1777,1,0,60,2013-06-03,,7,2,0,,
210544587,2,True,1547,1,0,42,2013-06-03,,0,1,0,,
210582278,4,True,1365,1,0,28,2013-06-03,,10,0,0,,
210605503,1,False,3078,1,0,44,2013-06-03,,23,13,0,,
210656210,2,True,1978,4,0,49,2013-06-03,,11,2,0,,
210692727,128,True,3666,4,0,89,2013-06-03,,10,8,0,,
210751563,132,True,1958,1,0,53,2013-06-03,,1,6,0,,
210781612,1,True,2497,1,0,20,2013-06-03,,2,8,0,,
210821965,1,False,2430,1,0,20,2013-06-03,,4,14,0,,
210857801,130,False,3430,1,0,88,2013-06-03,,15,9,0,,
210899841,3,True,1622,1,0,43,2013-06-03,,6,2,0,,
211136896,3,False,2265,1,0,60,2013-06-04,,9,9,0,,
211160460,1,True,2121,4,0,57,2013-06-04,,2,4,0,,
211184767,131,True,1583,1,0,5,2013-06-04,,0,11,0,,
211233021,131,True,2100,1,0,54,2013-06-04,,4,7,0,,
211262074,131,False,2667,1,0,11,2013-06-04,,26,6,0,,
211300020,2,True,2544,1,0,40,2013-06-04,,6,11,0,,
211337825,4,True,1940,1,0,31,2013-06-04,,5,6,0,,
211403454,130,False,2023,1,0,31,2013-06-04,,5,2,0,,
211439538,3,True,1714,1,0,31,2013-06-04,,6,0,0,,
