Match_ID,Player_Slot,Radiant_Win,Duration,Game_Mode,Lobby_Type,Hero_ID,Start_Time,Version,Kills,Deaths,Leaver_Status,Party_Size,Skill
2773442535,132,True,1506,3,7,4,2016-11-12,,3,6,0,,
2773526930,132,True,2224,3,7,11,2016-11-12,,7,8,0,,
2773656872,129,False,2205,3,7,11,2016-11-12,17,22,11,0,,
2773781665,4,True,3167,3,7,98,2016-11-12,17,10,14,0,,
2773951914,3,True,2378,3,7,17,2016-11-12,,33,5,0,,
2774062735,131,True,2819,3,7,76,2016-11-12,,5,7,0,,
2774183917,4,True,3087,3,7,8,2016-11-12,,12,7,0,,
2774297010,128,False,2307,3,7,93,2016-11-12,,17,6,0,,
2775204133,130,False,1700,3,7,76,2016-11-13,,10,2,0,,
2775277739,129,False,2715,3,7,34,2016-11-13,,5,1,0,,
2775439979,131,False,2591,3,7,11,2016-11-13,,12,9,0,,
2775626498,2,True,2281,3,7,98,2016-11-13,,17,4,0,,
2775728768,3,True,1880,3,7,10,2016-11-13,,20,1,0,,
2775815169,128,True,2534,3,7,98,2016-11-13,,16,7,0,,
2775991550,1,True,1183,3,7,32,2016-11-13,,2,2,0,,
2776067502,3,True,2348,3,7,34,2016-11-13,17,10,3,0,,
2776202689,131,False,1703,4,0,42,2016-11-13,,4,3,0,,
2776296238,3,True,1583,3,7,17,2016-11-13,,25,3,0,,
2776378682,3,True,2371,3,7,106,2016-11-13,,14,4,0,,
2777504298,129,False,1389,3,7,41,2016-11-14,,2,1,0,,
2777540247,132,False,1021,3,7,17,2016-11-14,,10,2,0,,
2777573682,128,False,1849,3,7,8,2016-11-14,,9,1,0,,
2777628252,131,False,1639,3,7,17,2016-11-14,,12,1,0,,
2777674975,131,False,2576,3,7,98,2016-11-14,17,8,9,0,,
2777755408,128,True,2361,3,7,17,2016-11-14,,11,11,0,,
2777902136,130,False,1886,3,0,48,2016-11-14,,15,3,0,,
2777976298,131,False,1762,3,0,10,2016-11-14,,2,3,0,,
2778436004,129,False,2620,3,7,93,2016-11-14,,14,4,0,,
2779574226,131,False,1316,3,7,93,2016-11-15,,5,0,0,,
2779612788,0,True,1757,3,7,17,2016-11-15,,18,4,0,,
2779662796,4,False,2328,3,7,48,2016-11-15,,7,5,0,,
2779775800,3,False,2403,3,7,17,2016-11-15,,4,11,0,,
2779878149,132,True,4096,3,7,93,2016-11-15,,33,9,0,,
2780007001,129,True,2602,3,7,74,2016-11-15,,5,6,0,,
2780355167,2,True,2511,3,0,11,2016-11-15,,12,5,0,,
2781718502,128,True,2972,3,7,15,2016-11-16,,10,10,0,,
2781806869,4,False,2168,3,7,73,2016-11-16,,5,8,0,,
2781894733,4,True,1694,3,7,17,2016-11-16,,7,2,0,,
2781961009,131,False,1471,3,7,65,2016-11-16,,8,4,0,,
2782024657,2,True,1404,3,7,17,2016-11-16,,12,1,0,,
2782128999,3,True,2457,3,7,69,2016-11-16,17,3,4,0,,
2782234037,131,True,3158,3,0,65,2016-11-16,,9,9,0,,
2782374779,129,False,1822,3,0,8,2016-11-16,,7,3,0,,
2782472644,129,False,2150,3,0,41,2016-11-16,,2,5,0,,
2782576114,1,True,1947,1,0,1,2016-11-16,,21,1,0,,
2784642144,2,True,2004,3,7,32,2016-11-17,,27,4,0,,
2788448597,3,True,1830,4,0,14,2016-11-19,,22,6,0,,
2788536431,3,True,1690,4,0,100,2016-11-19,,10,7,0,,
2792001772,1,True,1915,3,0,59,2016-11-20,,16,9,0,,
2796414398,0,True,2080,3,7,70,2016-11-22,,12,1,0,,
2796478359,132,True,2779,3,7,11,2016-11-22,,12,11,0,,
2798197790,3,True,2297,3,7,14,2016-11-23,,8,13,0,,
2800188037,131,True,2092,3,7,17,2016-11-24,,9,10,0,,
2800298375,2,True,2587,3,7,14,2016-11-24,,7,16,0,,
2811704464,129,False,2783,3,7,76,2016-11-29,,17,7,0,,
2811816971,128,False,1867,3,7,74,2016-11-29,,15,3,0,,
2811892721,128,False,1864,3,7,98,2016-11-29,,22,2,0,,
2812024942,1,False,2403,3,0,41,2016-11-29,,5,12,0,,
2812102888,131,False,3331,3,0,32,2016-11-29,,14,12,0,,
2816094549,131,False,1671,3,7,73,2016-12-01,,6,3,0,,
2816166024,3,True,1265,3,7,34,2016-12-01,,3,0,0,,
2816207167,128,True,1161,3,7,0,2016-12-01,,0,0,0,,
2816279171,3,True,3050,3,7,28,2016-12-01,,4,6,0,,
2816375835,131,False,1674,3,7,41,2016-12-01,,6,2,0,,
2817867992,129,False,895,3,0,105,2016-12-02,,2,7,0,,
2817934245,1,True,2258,3,0,70,2016-12-02,,18,6,0,,
2818081294,129,True,2693,1,0,14,2016-12-02,,12,21,0,,
2822792762,129,False,475,1,0,6,2016-12-04,,0,0,0,,
2822859474,1,True,2230,3,0,86,2016-12-04,,3,5,0,,
2822984291,129,False,2043,3,0,105,2016-12-04,,7,7,0,,
2824897507,3,True,2868,3,0,14,2016-12-05,,13,12,0,,
2825041826,0,True,2248,3,0,62,2016-12-05,,2,5,0,,
2826824962,132,True,2179,1,0,106,2016-12-06,,5,10,0,,
2826957076,131,True,1885,3,0,46,2016-12-06,,3,6,0,,
2828242693,131,True,2066,3,7,104,2016-12-07,,4,8,0,,
2828301467,128,False,1836,3,7,74,2016-12-07,,5,2,0,,
2828359110,129,False,1981,3,7,8,2016-12-07,,11,4,0,,
2828433441,129,False,2153,3,7,17,2016-12-07,,17,2,0,,
2828547131,1,True,1852,3,7,57,2016-12-07,,8,3,0,,
2828611301,131,False,1519,3,7,17,2016-12-07,,10,2,0,,
2828674233,1,False,2874,3,7,88,2016-12-07,,11,6,0,,
2829189529,132,True,3063,4,0,47,2016-12-07,,17,3,0,,
2829303237,132,True,2716,4,0,55,2016-12-07,,2,16,0,,
2839347601,129,True,2071,3,7,26,2016-12-11,,5,13,0,,
2839410286,131,False,2974,3,7,6,2016-12-11,,11,6,0,,
2839498923,4,True,2264,3,7,49,2016-12-11,,7,6,0,,
2842210792,4,True,3258,3,0,26,2016-12-13,,12,13,0,,
2842313328,130,False,1925,3,0,75,2016-12-13,,7,3,0,,
2842380671,130,False,1868,3,0,72,2016-12-13,,9,7,0,,
2842457271,4,False,2732,3,0,90,2016-12-13,,5,4,0,,
2847476652,131,False,1709,3,0,76,2016-12-15,,11,3,0,,
2847541747,2,True,1886,1,0,14,2016-12-15,,11,7,0,,
2847622198,1,True,2244,3,0,86,2016-12-15,,6,8,0,,
2859759534,4,False,2577,3,7,11,2016-12-20,,17,7,0,,
2859860281,129,False,3108,3,7,1,2016-12-20,,19,4,0,,
2860290561,2,True,1287,3,0,114,2016-12-20,,2,1,0,,
2861332852,3,False,3531,3,7,16,2016-12-21,,11,9,0,,
