Date,Team1,Team2,Map,Team1_Win,Team2_Win
2018-06-16,ORDER,Tainted Minds,Nuke,1,0
2018-06-16,Ground Zero,Chiefs,Train,0,1
2018-06-16,AVANT,Deceptors,Overpass,1,0
2018-06-16,PACT,Vex,Train,1,0
2018-06-16,Vex,PACT,Nuke,0,1
2018-06-16,ORDER,Roar,Cache,1,0
2018-06-16,Pompa,Codewise Unicorns,Inferno,1,0
2018-06-16,Codewise Unicorns,Pompa,Train,0,1
2018-06-16,Valiance,PRIDE,Mirage,1,0
2018-06-16,Valiance,PRIDE,Cache,1,0
2018-06-16,Imperial,North,Train,1,0
2018-06-16,HEXAGONE,Panthers,Dust2,1,0
2018-06-16,FaZe,Liquid,Dust2,0,1
2018-06-16,FaZe,Liquid,Mirage,1,0
2018-06-16,Panthers,HEXAGONE,Inferno,1,0
2018-06-16,OFFSET,HD,Train,1,0
2018-06-16,HEXAGONE,Panthers,Train,1,0
2018-06-16,Fragsters,x-kom,Inferno,0,1
2018-06-16,x-kom,Fragsters,Cache,1,0
2018-06-16,HD,OFFSET,Cache,0,1
2018-06-16,Windigo,Pompa,Inferno,1,0
2018-06-16,Vex,ALTERNATE aTTaX,Nuke,0,1
2018-06-16,Pompa,Windigo,Mirage,0,1
2018-06-16,Renegades,Complexity,Mirage,0,1
2018-06-16,Illuminar,PRIDE,Mirage,1,0
2018-06-16,PRIDE,Illuminar,Inferno,0,1
2018-06-16,AGO,Red Reserve,Train,1,0
2018-06-16,FaZe,Liquid,Nuke,1,0
2018-06-16,ALTERNATE aTTaX,Vex,Mirage,1,0
2018-06-16,Gambit,OpTic,Mirage,0,1
2018-06-16,x-kom,Kinguin,Mirage,1,0
2018-06-16,Kinguin,x-kom,Overpass,0,1
2018-06-16,Imperial,AGO,Mirage,1,0
2018-06-16,5balls,DreamEaters,Inferno,0,1
2018-06-16,5balls,DreamEaters,Train,0,1
2018-06-16,Valiance,Illuminar,Mirage,1,0
2018-06-16,Valiance,Illuminar,Inferno,0,1
2018-06-16,Complexity,OpTic,Nuke,0,1
2018-06-16,mousesports,SK,Dust2,1,0
2018-06-17,Renegades,Gambit,Overpass,0,1
2018-06-16,SK,mousesports,Train,0,1
2018-06-16,ALTERNATE aTTaX,PACT,Mirage,0,1
2018-06-16,ALTERNATE aTTaX,PACT,Inferno,1,0
2018-06-16,HEXAGONE,OFFSET,Dust2,0,1
2018-06-16,OFFSET,HEXAGONE,Train,1,0
2018-06-16,HEXAGONE,OFFSET,Inferno,0,1
2018-06-16,Kinguin,Fragsters,Dust2,1,0
2018-06-16,Kinguin,Fragsters,Nuke,1,0
2018-06-16,Windigo,Codewise Unicorns,Inferno,1,0
2018-06-16,Windigo,Codewise Unicorns,Mirage,1,0
2018-06-17,NiP,TYLOO,Inferno,0,1
2018-06-17,TYLOO,NiP,Overpass,0,1
2018-06-17,TYLOO,NiP,Cache,1,0
2018-06-17,ORDER,Chiefs,Mirage,0,1
2018-06-17,Chiefs,ORDER,Cache,0,1
2018-06-17,Chiefs,ORDER,Nuke,1,0
2018-06-17,Beyond,GOSU,Mirage,1,0
2018-06-17,GOSU,Beyond,Train,0,1
2018-06-17,Lucid Dream,TNC,Mirage,1,0
2018-06-17,TNC,Lucid Dream,Overpass,1,0
2018-06-17,Lucid Dream,TNC,Cache,1,0
2018-06-17,Heroic,Envy,Inferno,0,1
2018-06-17,Heroic,Envy,Mirage,1,0
2018-06-17,Envy,Heroic,Train,1,0
2018-06-17,North,Red Reserve,Nuke,1,0
2018-06-17,North,Red Reserve,Overpass,0,1
2018-06-17,Red Reserve,North,Mirage,0,1
2018-06-17,BTRG,5POWER,Inferno,0,1
2018-06-17,5POWER,BTRG,Mirage,1,0
2018-06-17,MFC,CyberZen,Inferno,0,1
2018-06-17,CyberZen,MFC,Train,1,0
2018-06-17,Valiance,ALTERNATE aTTaX,Mirage,0,1
2018-06-17,Valiance,ALTERNATE aTTaX,Train,0,1
2018-06-17,Renegades,Gambit,Cache,0,1
2018-06-17,Team East,Team West,Dust2,0,1
2018-06-17,MightyWolves,Esi Pirmais,Nuke,0,1
2018-06-17,Esi Pirmais,MightyWolves,Mirage,0,1
2018-06-17,Esi Pirmais,MightyWolves,Inferno,0,1
2018-06-17,HAVU,GamePub,Mirage,1,0
2018-06-17,Endpoint,UMULUNGI,Inferno,1,0
2018-06-17,Singularity,Dark Origin,Overpass,1,0
2018-06-17,zZzZz,LDLC,Train,0,1
2018-06-17,NOBO,IvrigaFingrar,Inferno,1,0
2018-06-17,Property,ENCE,Inferno,0,1
2018-06-17,SJ,tomorrow,Overpass,0,1
2018-06-17,Giants,Movistar Riders,Inferno,0,1
2018-06-17,Windigo,x-kom,Train,0,1
2018-06-17,Windigo,x-kom,Cache,0,1
2018-06-17,Aimhaus,deprEST,Inferno,1,0
2018-06-17,deprEST,Aimhaus,Overpass,1,0
2018-06-17,Aimhaus,deprEST,Cache,1,0
2018-06-17,AGO,North,Dust2,0,1
2018-06-17,AGO,North,Train,1,0
2018-06-17,North,AGO,Inferno,1,0
2018-06-17,NOBO,Endpoint,Inferno,1,0
2018-06-17,Endpoint,NOBO,Cache,0,1
2018-06-17,Singularity,HAVU,Mirage,0,1
2018-06-17,HAVU,Singularity,Train,1,0
2018-06-17,LDLC,ENCE,Nuke,1,0
2018-06-17,ENCE,LDLC,Overpass,1,0
2018-06-17,LDLC,ENCE,Inferno,0,1
2018-06-17,tomorrow,Movistar Riders,Train,0,1
2018-06-17,tomorrow,Movistar Riders,Mirage,1,0
2018-06-17,Movistar Riders,tomorrow,Overpass,0,1
2018-06-17,x-kom,ALTERNATE aTTaX,Overpass,0,1
2018-06-17,ALTERNATE aTTaX,x-kom,Mirage,0,1
2018-06-17,x-kom,ALTERNATE aTTaX,Train,1,0
2018-06-17,Aimhaus,MightyWolves,Inferno,0,1
2018-06-17,MightyWolves,Aimhaus,Mirage,1,0
2018-06-17,ENCE,HAVU,Overpass,1,0
2018-06-17,HAVU,ENCE,Train,0,1
2018-06-17,Japaleno,Spirit,Overpass,1,0
2018-06-17,Evolution,Space Jam,Inferno,0,1
2018-06-17,Evolution,Space Jam,Train,0,1
2018-06-17,Complexity,Gambit,Cache,0,1
2018-06-17,Complexity,Gambit,Inferno,0,1
2018-06-17,NOBO,tomorrow,Dust2,0,1
2018-06-17,NOBO,tomorrow,Cache,1,0
2018-06-17,tomorrow,NOBO,Mirage,1,0
2018-06-17,F1-racecar-PEEK,Born Again Hard,Mirage,1,0
2018-06-17,F1-racecar-PEEK,Born Again Hard,Train,1,0
2018-06-17,Crystal Vision,Gorilla Gang,Nuke,0,1
2018-06-17,Gorilla Gang,Crystal Vision,Overpass,1,0
2018-06-17,Freedom 35,burds treadmill,Cache,1,0
2018-06-17,burds treadmill,Freedom 35,Nuke,0,1
2018-06-17,The Pioneers,iNTACT,Nuke,1,0
2018-06-17,iNTACT,The Pioneers,Overpass,0,1
2018-06-17,FaZe,mousesports,Inferno,1,0
2018-06-17,mousesports,FaZe,Cache,1,0
2018-06-19,Furious,gloryUS,Cache,0,1
2018-06-19,Furious,gloryUS,Overpass,1,0
2018-06-19,Forty Six and 2,Squirtle Squad,Mirage,0,1
2018-06-19,Really Old People,Levitate,Inferno,1,0
2018-06-19,Swole Patrol,The Entourage,Overpass,0,1
2018-06-19,Coscu Army,C4,Mirage,0,1
2018-06-19,Really Old People,Born,Cache,0,1
2018-06-19,Furious,FURIA Inagame,Overpass,1,0
2018-06-19,Legacy,SYF,Cache,1,0
2018-06-19,Dark Sided,Ground Zero,Inferno,0,1
2018-06-19,Legacy,SYF,Inferno,1,0
2018-06-19,Beyond,SCARZ Absolute,Dust2,1,0
2018-06-19,Beyond,SCARZ Absolute,Mirage,0,1
2018-06-19,Beyond,SCARZ Absolute,Overpass,1,0
2018-06-19,Signature,BOOT-d[S],Cache,0,1
2018-06-19,BOOT-d[S],Signature,Mirage,1,0
2018-06-19,Lucid Dream,MVP PK,Cache,1,0
2018-06-19,Lucid Dream,MVP PK,Inferno,1,0
2018-06-19,Ground Zero,Dark Sided,Mirage,0,1
2018-06-19,Chiefs,Taboo,Inferno,1,0
2018-06-19,Kinguin,Tempo Storm,Mirage,0,1
2018-06-19,Tempo Storm,Kinguin,Train,0,1
2018-06-19,Kinguin,Tempo Storm,Overpass,1,0
2018-06-19,Ground Zero,Legacy,Inferno,0,1
2018-06-19,Taboo,Chiefs,Mirage,0,1
2018-06-19,Legacy,Ground Zero,Mirage,1,0
2018-06-19,BOOT-d[S],Beyond,Dust2,1,0
2018-06-19,Beyond,BOOT-d[S],Cache,1,0
2018-06-19,Beyond,BOOT-d[S],Mirage,0,1
2018-06-19,DreamEaters,forZe,Mirage,0,1
2018-06-19,forZe,DreamEaters,Overpass,1,0
2018-06-19,LDLC,Sprout,Nuke,1,0
2018-06-19,Sprout,LDLC,Train,0,1
2018-06-19,Fear the Reaper,ShotCallers,Inferno,1,0
2018-06-19,ShotCallers,Fear the Reaper,Mirage,1,0
2018-06-19,ShotCallers,Fear the Reaper,Train,1,0
2018-06-19,NASR,darks1d3,Train,1,0
2018-06-19,NASR,darks1d3,Overpass,1,0
2018-06-19,Movistar Riders,SJ,Overpass,1,0
2018-06-19,NOBO,ALTERNATE aTTaX,Mirage,0,1
2018-06-19,Chaos,Space Jam,Train,1,0
2018-06-19,Space Jam,Chaos,Dust2,0,1
2018-06-19,Space Jam,Chaos,Inferno,0,1
2018-06-17,FaZe,mousesports,Train,0,1
2018-06-17,mousesports,FaZe,Mirage,0,1
2018-06-17,FaZe,mousesports,Dust2,1,0
2018-06-17,Gorilla Gang,Freedom 35,Dust2,0,1
2018-06-17,Freedom 35,Gorilla Gang,Inferno,1,0
2018-06-19,k0pfsache,Spirit,Cache,0,1
2018-06-18,The Pioneers,F1-racecar-PEEK,Train,0,1
2018-06-19,Spirit,k0pfsache,Overpass,1,0
2018-06-18,F1-racecar-PEEK,The Pioneers,Mirage,0,1
2018-06-19,38arbel97ra2,darks1d3,Cache,0,1
2018-06-18,The Pioneers,F1-racecar-PEEK,Cache,1,0
2018-06-18,Virtus.pro,TYLOO,Mirage,1,0
2018-06-18,TYLOO,Virtus.pro,Train,0,1
2018-06-19,NASR,OTF,Train,1,0
2018-06-19,NOBO,Smoke Criminals,Inferno,1,0
2018-06-19,Royal Bandits,iGame.com,Inferno,0,1
2018-06-19,SJ,Sprout,Inferno,0,1
2018-06-18,Natus Vincere,Envy,Inferno,1,0
2018-06-18,Envy,Natus Vincere,Mirage,0,1
2018-06-18,OpTic,North,Inferno,1,0
2018-06-18,North,OpTic,Mirage,1,0
2018-06-18,OpTic,North,Train,1,0
2018-06-18,Taboo,AVANT,Dust2,0,1
2018-06-18,Grayhound,Dark Sided,Mirage,1,0
2018-06-18,Natus Vincere,Virtus.pro,Dust2,0,1
2018-06-18,Virtus.pro,Natus Vincere,Nuke,0,1
2018-06-18,Virtus.pro,Natus Vincere,Train,0,1
2018-06-18,AVANT,Taboo,Inferno,1,0
2018-06-18,Signature,Beyond,Train,0,1
2018-06-18,Beyond,Signature,Mirage,1,0
2018-06-18,SCARZ Absolute,Lucid Dream,Overpass,0,1
2018-06-18,Lucid Dream,SCARZ Absolute,Cache,0,1
2018-06-18,Lucid Dream,SCARZ Absolute,Mirage,1,0
2018-06-18,Dark Sided,Grayhound,Overpass,0,1
2018-06-18,Surge,Legacy,Cache,0,1
2018-06-18,SYF,AVANT,Inferno,1,0
2018-06-18,Chiefs,Grayhound,Overpass,0,1
2018-06-18,AVANT,SYF,Inferno,0,1
2018-06-18,Grayhound,Chiefs,Cache,1,0
2018-06-18,Imperial,Gambit,Cache,1,0
2018-06-18,Gambit,Imperial,Mirage,0,1
2018-06-18,MVP PK,Beyond,Cache,0,1
2018-06-18,Beyond,MVP PK,Nuke,0,1
2018-06-18,MVP PK,Beyond,Mirage,1,0
2018-06-18,BOOT-d[S],Lucid Dream,Mirage,1,0
2018-06-18,BOOT-d[S],Lucid Dream,Cache,0,1
2018-06-18,Lucid Dream,BOOT-d[S],Dust2,1,0
2018-06-18,OpTic,Imperial,Overpass,0,1
2018-06-18,Imperial,OpTic,Mirage,1,0
2018-06-18,PAPERPLANES,SJ,Dust2,0,1
2018-06-18,Bajini Puleni,SinnerS,Cache,0,1
2018-06-18,PAPERPLANES,PRIDE,Cache,1,0
2018-06-18,Nexus,MK,Inferno,1,0
2018-06-18,SJ,Epsilon,Train,1,0
2018-06-18,SinnerS,GameAgents,Mirage,0,1
2018-06-19,W7M,Revoltz,Mirage,1,0
2018-06-19,Isurus,Yeah,Train,1,0
2018-06-19,ShotCallers,AfterLife,Inferno,1,0
2018-06-19,Fear the Reaper,freakss,Inferno,1,0
2018-06-19,Epsilon,Spirit,Inferno,0,1
2018-06-19,Spirit,Epsilon,Dust2,1,0
2018-06-19,NASR,ShotCallers,Mirage,1,0
2018-06-19,NASR,ShotCallers,Train,1,0
2018-06-19,FriendlyFire,iGame.com,Mirage,1,0
2018-06-20,Revoltz,Coscu Army,Mirage,0,1
2018-06-20,Yeah,Furious,Nuke,1,0
2018-06-20,Mythic,Gorilla Gang,Nuke,0,1
2018-06-20,F1-racecar-PEEK,Vikings,Overpass,1,0
2018-06-20,C4,W7M,Cache,1,0
2018-06-20,ex-Atmosphere,Swole Patrol,Cache,0,1
2018-06-20,Vikings,The Pioneers,Inferno,1,0
2018-06-20,FURIA Inagame,Isurus,Train,0,1
2018-06-20,Levitate,Dignitas,Cache,0,1
2018-06-20,Swole Patrol,XFORCE,Cache,1,0
2018-06-20,Squirtle Squad,Bravado,Train,0,1
2018-06-20,ex-Atmosphere,Forty Six and 2,Train,1,0
2018-06-20,Swole Patrol,Prospects,Overpass,1,0
2018-06-20,BOOT-d[S],MVP PK,Cache,1,0
2018-06-20,BOOT-d[S],MVP PK,Inferno,1,0
2018-06-20,Legacy,SYF,Mirage,1,0
2018-06-20,Legacy,SYF,Nuke,0,1
2018-06-20,SYF,Legacy,Inferno,0,1
2018-06-20,Grayhound,Ground Zero,Inferno,1,0
2018-06-20,Grayhound,Ground Zero,Mirage,1,0
2018-06-20,BOOT-d[S],Lucid Dream,Cache,1,0
2018-06-20,BOOT-d[S],Lucid Dream,Dust2,1,0
2018-06-20,Lucid Dream,BOOT-d[S],Mirage,0,1
2018-06-20,forZe,Winstrike,Train,1,0
2018-06-20,Winstrike,forZe,Inferno,0,1
2018-06-20,Japaleno,Sprout,Mirage,1,0
2018-06-20,Sprout,Japaleno,Overpass,0,1
2018-06-20,Movistar Riders,Vexed,Mirage,0,1
2018-06-20,GoodJob,Evolution,Dust2,1,0
2018-06-20,GoodJob,Evolution,Inferno,1,0
2018-06-20,ALTERNATE aTTaX,SJ,Overpass,1,0
2018-06-20,Smoke Criminals,PAPERPLANES,Mirage,1,0
2018-06-20,Winstrike,EPG,Train,1,0
2018-06-20,Winstrike,EPG,Mirage,1,0
2018-06-20,Royal Bandits,Smoke Criminals,Mirage,1,0
2018-06-20,Sprout,PACT,Nuke,1,0
2018-06-20,Royal Bandits,FriendlyFire,Inferno,1,0
2018-06-20,PACT,NOBO,Mirage,1,0
2018-06-21,Revoltz,C4,Mirage,0,1
2018-06-21,Yeah,FURIA Inagame,Inferno,0,1
2018-06-21,Velocity,Mythic,Train,0,1
2018-06-21,Vikings,Prospects,Inferno,1,0
2018-06-21,eUnited,Bravado,Cache,0,1
2018-06-21,Velocity,Forty Six and 2,Cache,1,0
2018-06-21,Freedom 35,TeamOne,Train,1,0
2018-06-21,Complexity,The Pioneers,Mirage,1,0
2018-06-21,W7M,Coscu Army,Mirage,1,0
2018-06-21,boxr,Swole Patrol,Overpass,0,1
2018-06-21,Furious,Isurus,Overpass,0,1
2018-06-21,XFORCE,Fam143,Mirage,0,1
2018-06-21,The Entourage,Prospects,Inferno,0,1
2018-06-21,ORDER,Dark Sided,Overpass,1,0
2018-06-21,ORDER,Dark Sided,Cache,1,0
2018-06-21,TheMongolz,5POWER,Inferno,0,1
2018-06-21,5POWER,TheMongolz,Mirage,1,0
2018-06-21,EHOME,CyberZen,Inferno,0,1
2018-06-21,EHOME,CyberZen,Dust2,0,1
2018-06-21,Taboo,Chiefs,Inferno,0,1
2018-06-21,Chiefs,Taboo,Mirage,1,0
2018-06-21,ORDER,Legacy,Mirage,1,0
2018-06-21,Legacy,ORDER,Cache,0,1
2018-06-21,5POWER,ROAR,Mirage,1,0
2018-06-21,ROAR,5POWER,Train,0,1
2018-06-21,CyberZen,VG.Flash,Mirage,0,1
2018-06-21,VG.Flash,CyberZen,Nuke,0,1
2018-06-21,CyberZen,VG.Flash,Overpass,0,1
2018-06-21,Downfall,Conspiracy,Cache,1,0
2018-06-21,Sprout,Boys in Blue,Inferno,1,0
2018-06-21,PLINK,k1ck,Dust2,0,1
2018-06-21,k1ck,PLINK,Overpass,1,0
2018-06-21,Spirit,Royal Bandits,Overpass,1,0
2018-06-21,ALTERNATE aTTaX,Virtus.pro,Mirage,1,0
2018-06-21,Red Reserve,FriendlyFire,Train,1,0
2018-06-21,SinnerS,Bpro,Mirage,0,1
2018-06-21,PAPERPLANES,Boys in Blue,Dust2,1,0
2018-06-21,PACT,Spirit,Overpass,0,1
2018-06-21,PAPERPLANES,Tricked,Train,1,0
2018-06-21,Nexus,Bajini Puleni,Inferno,1,0
2018-06-21,Fragsters,Virtus.pro,Overpass,0,1
2018-06-21,Bajini Puleni,GameAgents,Cache,1,0
2018-06-21,Fragsters,ALTERNATE aTTaX,Inferno,0,1
2018-06-22,Furious,W7M,Mirage,0,1
2018-06-22,Furious,W7M,Overpass,0,1
2018-06-22,Swole Patrol,Bravado,Inferno,1,0
2018-06-22,Swole Patrol,Bravado,Overpass,1,0
2018-06-22,Freedom 35,Complexity,Inferno,0,1
2018-06-22,Complexity,Freedom 35,Mirage,1,0
2018-06-22,Really Old People,ex-Atmosphere,Dust2,0,1
2018-06-22,The Pioneers,Squirtle Squad,Nuke,1,0
2018-06-22,AZIO,Prospects,Overpass,1,0
2018-06-22,Levitate,Normal People and Rustun,Mirage,0,1
2018-06-22,The Entourage,Vikings,Inferno,1,0
2018-06-22,XFORCE,Bravado,Dust2,0,1
2018-06-22,Chiefs,Grayhound,Overpass,0,1
2018-06-22,Grayhound,Chiefs,Mirage,1,0
2018-06-22,EHOME,ROAR,Mirage,1,0
2018-06-22,ROAR,EHOME,Dust2,0,1
2018-06-22,TheMongolz,CyberZen,Inferno,0,1
2018-06-22,CyberZen,TheMongolz,Train,1,0
2018-06-22,VG.Flash,5POWER,Inferno,0,1
2018-06-22,5POWER,VG.Flash,Cache,0,1
2018-06-22,5POWER,VG.Flash,Mirage,1,0
2018-06-22,Imperial,Windigo,Inferno,1,0
2018-06-22,Winstrike,Kinguin,Train,0,1
2018-06-22,x-kom,Gambit,Inferno,0,1
2018-06-22,EHOME,CyberZen,Inferno,0,1
2018-06-22,CyberZen,EHOME,Dust2,1,0
2018-06-22,Valiance,Não Tem Como,Nuke,1,0
2018-06-22,Imperial,Gambit,Train,1,0
2018-06-22,Valiance,Kinguin,Nuke,1,0
2018-06-23,W7M,Isurus,Train,1,0
2018-06-23,Isurus,W7M,Mirage,0,1
2018-06-23,eUnited,Armada,Mirage,1,0
2018-06-23,eUnited,Armada,Inferno,1,0
2018-06-23,Rogue,The Entourage,Cache,1,0
2018-06-23,Rogue,The Entourage,Nuke,1,0
2018-06-23,NRG,Freedom 35,Inferno,1,0
2018-06-23,Freedom 35,NRG,Overpass,0,1
2018-06-23,Luminosity,The Pioneers,Train,1,0
2018-06-23,The Pioneers,Luminosity,Overpass,0,1
2018-06-23,C4,Yeah,Mirage,0,1
2018-06-23,Yeah,C4,Inferno,1,0
2018-06-23,Bravado,Ghost,Train,0,1
2018-06-23,Ghost,Bravado,Overpass,1,0
2018-06-23,Dignitas,TeamOne,Mirage,1,0
2018-06-23,TeamOne,Dignitas,Train,0,1
2018-06-23,Swole Patrol,boxr,Nuke,1,0
2018-06-23,Swole Patrol,boxr,Cache,0,1
2018-06-23,boxr,Swole Patrol,Train,1,0
2018-06-23,Complexity,Mythic,Nuke,1,0
2018-06-23,Complexity,Mythic,Train,1,0
2018-06-23,CyberZen,VG.Flash,Mirage,0,1
2018-06-23,VG.Flash,CyberZen,Nuke,1,0
2018-06-23,Chiefs,AVANT,Train,1,0
2018-06-23,Ground Zero,ORDER,Mirage,0,1
2018-06-23,AGO,Izako Boars,Mirage,0,1
2018-06-23,Izako Boars,AGO,Inferno,0,1
2018-06-23,Izako Boars,AGO,Train,0,1
2018-06-23,Deceptors,Roar,Inferno,0,1
2018-06-23,Windigo,x-kom,Mirage,1,0
2018-06-23,x-kom,Windigo,Inferno,0,1
2018-06-23,VG.Flash,5POWER,Inferno,0,1
2018-06-23,5POWER,VG.Flash,Cache,1,0
2018-06-23,eXtatus,Brute,Overpass,1,0
2018-06-23,eXtatus,Brute,Cache,1,0
2018-06-23,MAD Lions,Giants,Inferno,0,1
2018-06-23,MAD Lions,Giants,Dust2,0,1
2018-06-23,Entity,Brutality,Dust2,1,0
2018-06-23,Entity,Brutality,Cache,0,1
2018-06-23,Brutality,Entity,Overpass,0,1
2018-06-23,Winstrike,Não Tem Como,Cache,0,1
2018-06-23,Winstrike,Não Tem Como,Train,1,0
2018-06-23,Winstrike,Não Tem Como,Mirage,0,1
2018-06-23,Dragons,x6tence,Nuke,1,0
2018-06-23,Dragons,x6tence,Mirage,0,1
2018-06-23,Dragons,x6tence,Dust2,1,0
2018-06-23,XD,Gravity,Dust2,0,1
2018-06-23,XD,Gravity,Inferno,0,1
2018-06-23,Codewise Unicorns,tomorrow,Dust2,0,1
2018-06-23,tomorrow,Codewise Unicorns,Mirage,1,0
2018-06-23,Invictus,2ez,Mirage,1,0
2018-06-23,2ez,Invictus,Train,0,1
2018-06-23,Gambit,Windigo,Train,0,1
2018-06-23,Windigo,Gambit,Overpass,1,0
2018-06-23,AGO,tomorrow,Cache,0,1
2018-06-23,tomorrow,AGO,Train,0,1
2018-06-23,AGO,tomorrow,Dust2,0,1
2018-06-23,Space Jam,5balls,Mirage,1,0
2018-06-23,Space Jam,5balls,Train,1,0
2018-06-23,Dragons,Giants,Overpass,0,1
2018-06-23,Giants,Dragons,Mirage,1,0
2018-06-23,eXtatus,Gravity,Dust2,1,0
2018-06-23,eXtatus,Gravity,Cache,1,0
2018-06-23,Kinguin,Não Tem Como,Mirage,1,0
2018-06-23,Não Tem Como,Kinguin,Nuke,0,1
2018-06-23,fightclub,BIG,Cache,0,1
2018-06-23,EURONICS,Royal Bandits,Overpass,1,0
2018-06-23,unknown,HellRaisers,Dust2,0,1
2018-06-23,Fragsters,k1ck,Inferno,0,1
2018-06-23,Team FalleN,Team coldzera,Dust2,1,0
2018-06-24,eUnited,Rogue,Nuke,0,1
2018-06-24,Rogue,eUnited,Overpass,1,0
2018-06-24,Mythic,TeamOne,Inferno,0,1
2018-06-24,TeamOne,Mythic,Cache,0,1
2018-06-24,Mythic,TeamOne,Mirage,0,1
2018-06-24,Freedom 35,The Pioneers,Dust2,1,0
2018-06-24,Freedom 35,The Pioneers,Nuke,0,1
2018-06-24,The Pioneers,Freedom 35,Train,0,1
2018-06-24,Furious,Ex-Thunder Awaken,Mirage,1,0
2018-06-24,Furious,Ex-Thunder Awaken,Train,1,0
2018-06-24,Team coldzera,Team FalleN,Mirage,0,1
2018-06-24,Wildcats,Ex-Rejected,Inferno,0,1
2018-06-24,Ex-Rejected,Wildcats,Dust2,1,0
2018-06-24,Complexity,Dignitas,Inferno,1,0
2018-06-24,Dignitas,Complexity,Mirage,0,1
2018-06-24,Bravado,Armada,Inferno,1,0
2018-06-24,Armada,The Entourage,Inferno,0,1
2018-06-24,Bravado,Armada,Train,1,0
2018-06-24,The Entourage,eUnited,Overpass,0,1
2018-06-24,The Entourage,eUnited,Mirage,0,1
2018-06-24,boxr,Luminosity,Dust2,0,1
2018-06-24,Luminosity,boxr,Inferno,1,0
2018-06-24,Complexity,Ghost,Mirage,1,0
2018-06-24,Complexity,Ghost,Inferno,1,0
2018-06-24,Rogue,NRG,Dust2,1,0
2018-06-24,Rogue,NRG,Overpass,0,1
2018-06-24,Rogue,NRG,Cache,0,1
2018-06-24,Dignitas,Swole Patrol,Cache,0,1
2018-06-24,Swole Patrol,Dignitas,Dust2,0,1
2018-06-24,Dignitas,Swole Patrol,Train,1,0
2018-06-24,Mythic,The Pioneers,Nuke,0,1
2018-06-24,Mythic,The Pioneers,Cache,1,0
2018-06-24,Mythic,The Pioneers,Train,0,1
2018-06-24,Freedom 35,TeamOne,Train,1,0
2018-06-24,TeamOne,Freedom 35,Nuke,0,1
2018-06-24,Legacy,Conspiracy,Overpass,1,0
2018-06-24,Conspiracy,Legacy,Cache,0,1
2018-06-24,Armada,The Entourage,Overpass,0,1
2018-06-24,Bravado,Swole Patrol,Overpass,0,1
2018-06-24,Swole Patrol,Bravado,Mirage,1,0
2018-06-24,NRG,Luminosity,Inferno,1,0
2018-06-24,NRG,Luminosity,Overpass,1,0
2018-06-24,Ghost,boxr,Mirage,1,0
2018-06-24,Ghost,boxr,Train,1,0
2018-06-24,Taboo,eZaF,Train,0,1
2018-06-24,eZaF,Taboo,Cache,0,1
2018-06-24,Taboo,eZaF,Dust2,1,0
2018-06-24,Reflex,LDLC,Nuke,0,1
2018-06-24,Reflex,LDLC,Overpass,0,1
2018-06-24,ORDER,Tainted Minds,Mirage,1,0
2018-06-24,Spawn,Defusekids,Nuke,0,1
2018-06-24,Defusekids,Spawn,Cache,1,0
2018-06-24,Tainted Minds,Grayhound,Train,1,0
2018-06-24,TRIDENT,Chiefs,Mirage,0,1
2018-06-24,TRIDENT,ORDER,Nuke,0,1
2018-06-24,Kinguin,Imperial,Dust2,0,1
2018-06-24,Kinguin,Imperial,Mirage,1,0
2018-06-24,Kinguin,Imperial,Train,1,0
2018-06-24,Sprout,ALTERNATE aTTaX,Inferno,1,0
2018-06-24,ALTERNATE aTTaX,Sprout,Train,0,1
2018-06-24,Entity,Invictus,Dust2,1,0
2018-06-24,Invictus,Entity,Nuke,1,0
2018-06-24,Invictus,Entity,Inferno,1,0
2018-06-24,Sector One,mCon,Cache,0,1
2018-06-24,mCon,Sector One,Overpass,0,1
2018-06-24,Sector One,mCon,Inferno,0,1
2018-06-24,Sprout,LDLC,Train,1,0
2018-06-24,LDLC,Sprout,Inferno,1,0
2018-06-24,LDLC,Sprout,Dust2,1,0
2018-06-24,EURONICS,HellRaisers,Cache,0,1
2018-06-24,EURONICS,HellRaisers,Train,0,1
2018-06-24,Valiance,Windigo,Train,1,0
2018-06-24,Windigo,Valiance,Cache,1,0
2018-06-24,Windigo,Valiance,Mirage,1,0
2018-06-24,Wildcats,Ex-Thunder Awaken,Cache,1,0
2018-06-24,Ex-Thunder Awaken,Wildcats,Inferno,0,1
2018-06-24,mCon,Defusekids,Nuke,0,1
2018-06-24,Defusekids,mCon,Cache,1,0
2018-06-24,BIG,k1ck,Train,1,0
2018-06-24,BIG,k1ck,Dust2,0,1
2018-06-24,BIG,k1ck,Overpass,1,0
2018-06-24,Furious,Ex-Rejected,Mirage,0,1
2018-06-24,Furious,Ex-Rejected,Nuke,1,0
2018-06-24,Kinguin,Windigo,Overpass,1,0
2018-06-24,Windigo,Kinguin,Dust2,0,1
2018-06-25,Ex-Rejected,Wildcats,Cache,1,0
2018-06-25,Wildcats,Ex-Rejected,Dust2,0,1
2018-06-25,Freedom 35,eUnited,Mirage,0,1
2018-06-25,eUnited,Freedom 35,Inferno,1,0
2018-06-25,Luminosity,Dignitas,Train,0,1
2018-06-25,Luminosity,Dignitas,Dust2,0,1
2018-06-25,Rogue,Ghost,Overpass,1,0
2018-06-25,Ghost,Rogue,Nuke,0,1
