Date,Team1,Team2,Map,Team1_Win,Team2_Win
2017-07-28,ownage,GamesRCheap,Cache,1,0
2017-07-28,Enter,Ajax,Overpass,0,1
2017-07-27,6sense,New Arise,Overpass,1,0
2017-07-25,Riotous Raccoons,Funky Monkeys,Cache,0,1
2017-07-25,Anonymous,Legacy,Nuke,1,0
2017-07-25,Legacy,Anonymous,Overpass,1,0
2017-07-25,Noxide,AVANT,Overpass,1,0
2017-07-25,AVANT,Noxide,Mirage,1,0
2017-07-25,Corvidae,Kings,Inferno,0,1
2017-07-25,Kings,Corvidae,Cache,1,0
2017-07-28,Final Destination,RONIN,Mirage,0,1
2017-07-28,Furious,Factory Assault,Cache,1,0
2017-07-28,NGA.G,Eclipse.o,Mirage,0,1
2017-07-27,EHOME,TYLOO,Mirage,0,1
2017-07-25,7642,TheMongolz,Mirage,1,0
2017-07-25,Chiefs,Funkd,Overpass,1,0
2017-07-28,District 7,CyberRevolution,Train,1,0
2017-07-28,Black Dragons,hookahlike,Cobblestone,1,0
2017-07-28,New4,Wings,Inferno,1,0
2017-07-28,Rise Nation,Modus Awperandi,Inferno,1,0
2017-07-28,undefined,Tricked,Mirage,0,1
2017-07-27,TYLOO,EHOME,Overpass,1,0
2017-07-27,Rise Nation,District 7,Train,1,0
2017-07-27,Rise Nation,District 7,Nuke,1,0
2017-07-25,7642,Signature,Inferno,0,1
2017-07-25,AVANT,Chiefs,Overpass,0,1
2017-07-25,Signature,TheMongolz,Inferno,1,0
2017-07-25,Signature,Recca,Inferno,1,0
2017-07-25,LGD,UYA,Cache,0,1
2017-07-25,Epsilon,PRIDE,Cache,1,0
2017-07-25,Nexus,PENTA,Cache,0,1
2017-07-28,Rising Sun,GamesRCheap,Mirage,0,1
2017-07-28,Heaven's Devils,ownage,Train,0,1
2017-07-28,Mask Off,Von Steuben,Train,1,0
2017-07-28,SetToDestroyX,Dignitas fe,Overpass,0,1
2017-07-27,Eanix,ex-Synthetik,Overpass,1,0
2017-07-27,RONIN,Denial,Overpass,1,0
2017-07-27,Guerrilla Tactics,Blight,Overpass,0,1
2017-07-25,Zoctai,iGame.com,Inferno,0,1
2017-07-29,Denial,Devour,Cache,1,0
2017-07-28,Five Alive,Voltage,Inferno,1,0
2017-07-27,Mythic,Miami Flamingos,Overpass,0,1
2017-07-25,Zoctai,iGame.com,Overpass,0,1
2017-07-25,North Academy,Spirit,Overpass,0,1
2017-07-25,PRIDE,PENTA,Cobblestone,0,1
2017-07-25,eXtatus,Gatekeepers,Cobblestone,1,0
2017-07-25,pro100,Nexus,Overpass,0,1
2017-07-25,KlikTech,Bpro,Inferno,1,0
2017-07-25,Team123,HAVU,Inferno,0,1
2017-07-25,HAVU,Team123,Cobblestone,0,1
2017-07-25,Team123,HAVU,Overpass,0,1
2017-07-25,Planetkey,Bpro,Inferno,1,0
2017-07-25,undefined,pro100,Train,1,0
2017-07-25,WySix,ALTERNATE aTTaX,Inferno,1,0
2017-07-25,Gux & Friends,WySix,Train,1,0
2017-07-26,CLG Academy,Ben's Anime Team,Overpass,1,0
2017-07-29,Final Destination,Stack B,Overpass,0,1
2017-07-29,EZG,RONIN,Train,0,1
2017-07-29,Merciless,Furious,Cache,1,0
2017-07-29,EN9MY,Black Dragons,Train,1,0
2017-07-29,GamesRCheap,Heaven's Devils,Inferno,0,1
2017-07-29,GamesRCheap,Heaven's Devils,Cache,1,0
2017-07-29,Heaven's Devils,GamesRCheap,Cobblestone,0,1
2017-07-28,Zoctai,ballogando,Mirage,1,0
2017-07-27,Ajax,The Foundation,Overpass,1,0
2017-07-27,Invictus,BOOT,Inferno,1,0
2017-07-26,Beacon,Mask Off,Overpass,0,1
2017-07-26,Keymotion,Isurus,Train,0,1
2017-07-26,Isurus,Keymotion,Cache,1,0
2017-07-29,CTYA,CyberRevolution,Train,1,0
2017-07-28,Blue,Bee's Money Crew,Mirage,0,1
2017-07-28,District 7,Complexity,Train,0,1
2017-07-27,The Foundation,Guerrilla Tactics,Overpass,0,1
2017-07-29,CyberRevolution,CTYA,Overpass,0,1
2017-07-29,Final Feature,Denial,Train,0,1
2017-07-28,TeamOne,Factory Assault,Train,1,0
2017-07-27,FIVE,Flash,Inferno,0,1
2017-07-27,UYA,ViCi,Train,0,1
2017-07-27,UYA,ViCi,Cache,1,0
2017-07-29,EZG,Stack B,Inferno,1,0
2017-07-28,Frigid,CLG Red,Overpass,1,0
2017-07-28,Merciless,Furious,Cobblestone,1,0
2017-07-28,Bpro,eXtatus,Cache,0,1
2017-07-28,Rise Nation,Dignitas fe,Inferno,1,0
2017-07-29,EZG,Stack B,Overpass,1,0
2017-07-28,Modus Awperandi,SetToDestroyX,Mirage,0,1
2017-07-28,Five Alive,Bee's Money Crew,Inferno,0,1
2017-07-29,CLG Academy,Free Agents,Inferno,1,0
2017-07-29,Regret,Ben's Anime Team,Nuke,0,1
2017-07-29,Lol Yeah,Cyberstorm,Inferno,1,0
2017-07-28,Voltage,Blue,Inferno,0,1
2017-07-28,CyberBullies,Gorilla Core,Overpass,0,1
2017-07-29,Devour,Final Feature,Nuke,0,1
2017-07-28,Mask Off,Frigid,Overpass,1,0
2017-07-29,Final Feature,Devour,Cache,1,0
2017-07-29,Gotta Go,Ben's Anime Team,Mirage,0,1
2017-07-29,CLG Academy,Lol Yeah,Overpass,0,1
2017-07-29,Cyberstorm,Free Agents,Overpass,1,0
2017-07-29,Regret,Gotta Go,Cache,0,1
2017-07-29,Regret,Gotta Go,Overpass,0,1
2017-07-29,CLG Academy,Cyberstorm,Overpass,1,0
2017-07-29,Cyberstorm,CLG Academy,Inferno,0,1
2017-07-29,NSPR,MVP Project,Train,0,1
2017-07-29,Defining Stars,Electronik Generation,Inferno,0,1
2017-07-29,Electronik Generation,Defining Stars,Cobblestone,0,1
2017-07-29,Electronik Generation,Defining Stars,Cache,0,1
2017-07-29,NSPR,TheMongolz,Cache,0,1
2017-07-29,Reason,Prophecy,Overpass,0,1
2017-07-29,Reason,Prophecy,Mirage,0,1
2017-07-29,MVP Project,Recca,Inferno,1,0
2017-07-29,Exotic Island,AlienTech,Inferno,0,1
2017-07-29,AlienTech,Exotic Island,Train,1,0
2017-07-29,afterm4th,Decisive,Inferno,1,0
2017-07-29,Decisive,afterm4th,Mirage,0,1
2017-07-29,Xtreme Lungiz,Red ViperZ,Cache,1,0
2017-07-29,Red ViperZ,Xtreme Lungiz,Inferno,0,1
2017-07-29,Endpoint,exceL,Overpass,1,0
2017-07-29,Endpoint,exceL,Inferno,0,1
2017-07-29,TeamOne,EN9MY,Cache,1,0
2017-07-29,EN9MY,TeamOne,Train,1,0
2017-07-29,EN9MY,TeamOne,Nuke,0,1
2017-07-29,CLG Red,CLG Academy,Train,0,1
2017-07-29,CLG Academy,CLG Red,Overpass,1,0
2017-07-29,Mask Off,EZG,Train,1,0
2017-07-29,Final Feature,Rise Nation,Mirage,1,0
2017-07-29,Final Feature,Rise Nation,Overpass,0,1
2017-07-29,Keyd,Merciless,Cobblestone,0,1
2017-07-29,Merciless,Keyd,Inferno,1,0
2017-07-29,Epsilon,Infused,Mirage,1,0
2017-07-29,Epsilon,Infused,Inferno,1,0
2017-07-29,CLG Academy,Bee's Money Crew,Inferno,0,1
2017-07-29,Bee's Money Crew,CLG Academy,Overpass,1,0
2017-07-29,Mask Off,EZG,Inferno,1,0
2017-07-29,Five Alive,RONIN,Overpass,0,1
2017-07-29,Gotta Go,SetToDestroyX,Cache,0,1
2017-07-29,Five Alive,RONIN,Cache,0,1
2017-07-29,Mask Off,Rise Nation,Train,0,1
2017-07-29,Gotta Go,SetToDestroyX,Mirage,0,1
2017-07-29,Rise Nation,Mask Off,Overpass,1,0
2017-07-29,ownage,District 7,Overpass,1,0
2017-07-29,District 7,ownage,Train,0,1
2017-07-29,Denial,Complexity,Inferno,0,1
2017-07-29,Complexity,Denial,Overpass,1,0
2017-07-29,GamesRCheap,Final Feature,Nuke,0,1
2017-07-30,CTYA,Five Alive,Overpass,0,1
2017-07-30,RONIN,Bee's Money Crew,Train,0,1
2017-07-30,Bee's Money Crew,RONIN,Overpass,1,0
2017-07-29,Final Feature,GamesRCheap,Mirage,0,1
2017-07-30,GamesRCheap,Ben's Anime Team,Overpass,0,1
2017-07-29,Final Feature,GamesRCheap,Cobblestone,1,0
2017-07-30,EZG,Gotta Go,Overpass,1,0
2017-07-29,CTYA,CyberBullies,Train,0,1
2017-07-30,Lol Yeah,CLG Red,Cache,1,0
2017-07-29,CTYA,CyberBullies,Cache,0,1
2017-07-30,CLG Academy,Five Alive,Inferno,1,0
2017-07-29,Xtreme Lungiz,afterm4th,Inferno,1,0
2017-07-30,Ben's Anime Team,SetToDestroyX,Cache,1,0
2017-07-29,afterm4th,Xtreme Lungiz,Mirage,0,1
2017-07-29,EnVyUs Academy,Method,Cache,1,0
2017-07-29,EnVyUs Academy,Method,Cobblestone,1,0
2017-07-30,CLG Academy,Mask Off,Inferno,1,0
2017-07-29,ownage,Ben's Anime Team,Mirage,0,1
2017-07-30,EZG,Final Feature,Cobblestone,1,0
2017-07-29,Ben's Anime Team,ownage,Cache,0,1
2017-07-30,Lol Yeah,CyberBullies,Inferno,1,0
2017-07-29,ownage,Ben's Anime Team,Inferno,1,0
2017-07-30,Ben's Anime Team,Denial,Nuke,0,1
2017-07-29,AlienTech,Defining Stars,Cobblestone,1,0
2017-07-30,District 7,Lol Yeah,Inferno,1,0
2017-07-29,AlienTech,Defining Stars,Inferno,1,0
2017-07-30,RONIN,EZG,Inferno,1,0
2017-07-30,Denial,CLG Academy,Overpass,0,1
2017-07-30,BOOT-d[S],TheMongolz,Cache,1,0
2017-07-29,Lol Yeah,Denial,Inferno,1,0
2017-07-30,Spartak,TG.FireStorm,Overpass,1,0
2017-07-29,Lol Yeah,Denial,Cache,0,1
2017-07-30,Rise Nation,Complexity,Train,0,1
2017-07-30,Complexity,Rise Nation,Cobblestone,0,1
2017-07-30,Complexity,Rise Nation,Inferno,0,1
2017-07-30,Outlaws,undefined,Train,0,1
2017-07-30,Spartak,Spirit Academy,Train,1,0
2017-07-30,Spartak,Spirit Academy,Overpass,0,1
2017-07-30,Spartak,Spirit Academy,Inferno,1,0
2017-07-30,TG.FireStorm,Spartak,Inferno,0,1
2017-07-29,Denial,Lol Yeah,Cobblestone,1,0
2017-07-30,Defining Stars,AlienTech,Inferno,0,1
2017-07-30,Exotic Island,Electronik Generation,Inferno,1,0
2017-07-29,CyberBullies,Complexity,Train,0,1
2017-07-30,AlienTech,Defining Stars,Cobblestone,1,0
2017-07-30,District 7,RONIN,Overpass,1,0
2017-07-30,Gatekeepers,undefined,Train,0,1
2017-07-30,Exotic Island,Defining Stars,Overpass,0,1
2017-07-29,Complexity,CyberBullies,Inferno,1,0
2017-07-30,ownage,Bee's Money Crew,Mirage,0,1
2017-07-30,Exotic Island,Defining Stars,Inferno,1,0
2017-07-29,SetToDestroyX,District 7,Inferno,0,1
2017-07-30,Bee's Money Crew,ownage,Nuke,0,1
2017-07-30,Exotic Island,Defining Stars,Cache,0,1
2017-07-30,NSPR,Recca,Cache,0,1
2017-07-30,Spirit Academy,teamasd,Mirage,1,0
2017-07-30,teamasd,Spirit Academy,Train,0,1
2017-07-30,Signature,NSPR,Mirage,1,0
2017-07-30,Gatekeepers,GameplayDNA,Cobblestone,1,0
2017-07-30,GameplayDNA,Gatekeepers,Inferno,1,0
2017-07-30,GameplayDNA,Gatekeepers,Cache,0,1
2017-07-29,SetToDestroyX,District 7,Cobblestone,0,1
2017-07-29,Rise Nation,Final Feature,Nuke,1,0
2017-07-30,ownage,Bee's Money Crew,Train,1,0
2017-07-30,Playing Ducks,Gux & Friends,Inferno,0,1
2017-07-30,District 7,Complexity,Inferno,0,1
2017-07-30,Gux & Friends,KlikTech,Cobblestone,0,1
2017-07-31,TeamOne,SK,Inferno,0,1
2017-07-31,SK,TeamOne,Cache,0,1
2017-07-31,TeamOne,SK,Train,0,1
2017-07-31,CLG Academy,Bee's Money Crew,Inferno,0,1
2017-07-31,Complexity,Bee's Money Crew,Train,0,1
2017-07-31,Rise Nation,Bee's Money Crew,Train,1,0
2017-07-31,Bee's Money Crew,Rise Nation,Cobblestone,0,1
2017-07-30,TeamOne,Merciless,Overpass,1,0
2017-07-31,Rise Nation,ownage,Inferno,1,0
2017-07-30,TeamOne,Merciless,Cobblestone,1,0
2017-07-30,WySix,SPRITTET,Overpass,1,0
2017-07-30,WySix,SPRITTET,Train,0,1
2017-07-30,SPRITTET,WySix,Cobblestone,1,0
2017-07-31,Rise Nation,ownage,Cobblestone,1,0
2017-07-31,Rise Nation,ownage,Train,0,1
2017-07-31,ownage,Rise Nation,Nuke,1,0
2017-07-31,BOOT-d[S],Chiefs,Overpass,0,1
2017-07-31,BOOT-d[S],Recca,Cache,1,0
2017-07-31,Tainted Minds,Chiefs,Nuke,0,1
2017-07-31,Grayhound,Recca,Train,0,1
2017-07-31,Grayhound,TheMongolz,Train,0,1
2017-07-31,Grayhound,NSPR,Overpass,1,0
2017-07-31,Nemiga,forZe,Train,1,0
2017-07-31,Nemiga,forZe,Inferno,1,0
2017-07-31,Epsilon,iGame.com,Cache,0,1
2017-07-31,undefined,Playing Ducks,Overpass,0,1
2017-07-31,Gatekeepers,PRIDE,Inferno,0,1
2017-07-31,Playing Ducks,iGame.com,Inferno,0,1
2017-07-31,PENTA,pro100,Inferno,1,0
2017-07-31,WySix,Team123,Overpass,0,1
2017-07-31,WySix,Planetkey,Inferno,1,0
2017-08-01,paiN,TeamOne,Nuke,0,1
2017-08-01,paiN,TeamOne,Cobblestone,0,1
2017-08-01,TheMongolz,Chiefs,Cache,0,1
2017-08-01,Chiefs,TheMongolz,Train,0,1
2017-08-01,Chiefs,TheMongolz,Cobblestone,1,0
2017-08-01,Funkd,AVANT,Nuke,0,1
2017-08-01,BOOT-d[S],Signature,Mirage,1,0
2017-08-01,BOOT-d[S],Signature,Cache,1,0
2017-08-01,PRIDE,iGame.com,Overpass,0,1
2017-08-01,GoodJob,forZe,Cobblestone,1,0
2017-08-01,eXtatus,iGame.com,Train,0,1
2017-08-01,PRIDE,Imperial,Train,0,1
2017-08-01,AVANGAR,Spirit Academy,Train,1,0
2017-08-02,TTFU,DEEZ NUTS,Inferno,1,0
2017-08-01,Gatekeepers,Orimligt,Train,1,0
2017-08-02,TTFU,DEEZ NUTS,Mirage,1,0
2017-08-02,Refuse,Quantum Bellator Fire,Nuke,0,1
2017-08-02,Refuse,Quantum Bellator Fire,Inferno,0,1
2017-08-02,GoodJob,Squared,Cobblestone,1,0
2017-08-02,GoodJob,Squared,Inferno,0,1
2017-08-02,GoodJob,Squared,Mirage,1,0
2017-08-02,eXtatus,MeMyself&I,Cobblestone,1,0
2017-08-02,MeMyself&I,eXtatus,Overpass,0,1
2017-08-02,CHUPAS,ALTERNATE aTTaX,Inferno,1,0
2017-08-02,CHUPAS,ALTERNATE aTTaX,Cache,0,1
2017-08-02,CHUPAS,ALTERNATE aTTaX,Cobblestone,1,0
2017-08-02,eSuba,Bpro,Cache,1,0
2017-08-02,VITALIS,undefined,Overpass,1,0
2017-08-01,Defusekids,EnVyUs Academy,Cobblestone,0,1
2017-08-02,Forcebuy,Gux & Friends,Cache,0,1
2017-08-01,Bpro,DEEZ NUTS,Inferno,0,1
2017-08-01,Playing Ducks,North Academy,Overpass,0,1
2017-08-01,Quantum Bellator Fire,iGame.com,Inferno,0,1
2017-08-02,Forcebuy,Gux & Friends,Inferno,0,1
2017-08-02,Nemiga,eSuba,Mirage,0,1
2017-08-02,eXtatus,Squared,Inferno,1,0
2017-08-02,undefined,WySix,Cache,0,1
2017-08-02,North Academy,Gatekeepers,Inferno,0,1
2017-08-01,Orimligt,Defusekids,Mirage,1,0
2017-08-01,EnVyUs Academy,Gatekeepers,Inferno,0,1
2017-08-03,LDDM,Furious,Overpass,1,0
2017-08-01,TTFU,myRevenge,Inferno,1,0
2017-08-01,VITALIS,iGame.com,Cache,1,0
2017-08-03,Bpro,VITALIS,Train,0,1
2017-08-03,TTFU,AVANGAR,Inferno,1,0
2017-08-03,AVANGAR,TTFU,Train,0,1
2017-08-03,Furious,LDDM,Mirage,0,1
2017-08-03,EHOME,BOOT,Inferno,1,0
2017-08-01,PENTA,Gux & Friends,Inferno,1,0
2017-08-03,eXtatus,CHUPAS,Inferno,0,1
2017-08-03,ANTI ECO,subtLe,Overpass,1,0
2017-08-03,Flash,LGD,Nuke,1,0
2017-08-03,Eclipse.o,New4,Mirage,1,0
2017-08-03,BOOT-d[S],TheMongolz,Cobblestone,0,1
2017-08-03,TheMongolz,BOOT-d[S],Inferno,0,1
2017-08-03,BOOT-d[S],TheMongolz,Cache,1,0
2017-08-03,Bpro,PRIDE,Train,0,1
2017-08-01,North Academy,Team123,Cache,1,0
2017-08-01,WySix,PENTA,Overpass,0,1
2017-08-03,CHUPAS,eXtatus,Mirage,1,0
2017-08-03,Quantum Bellator Fire,GoodJob,Cobblestone,0,1
2017-08-03,GoodJob,Quantum Bellator Fire,Inferno,0,1
2017-08-03,GoodJob,Quantum Bellator Fire,Mirage,1,0
2017-08-03,Outlaws,Squared,Cache,1,0
2017-08-03,Imperial,undefined,Inferno,1,0
2017-08-03,iGame.com,HAVU,Inferno,0,1
2017-08-03,HAVU,iGame.com,Overpass,1,0
2017-08-03,Bpro,FUKS-B,Train,1,0
2017-08-03,BOOT-d[S],Chiefs,Mirage,0,1
2017-08-03,Chiefs,BOOT-d[S],Train,1,0
2017-08-03,PRIDE,Imperial,Train,0,1
2017-08-01,Orimligt,EnVyUs Academy,Mirage,0,1
2017-08-03,AYB,FTW.Evo,Cobblestone,1,0
2017-08-03,FTW.Evo,Squared,Train,0,1
2017-08-03,eXtatus,Temp.no,Mirage,1,0
2017-08-03,EnVyUs Academy,WySix,Inferno,1,0
2017-08-01,Orimligt,EnVyUs Academy,Train,0,1
2017-08-01,KlikTech,PENTA,Overpass,0,1
2017-08-03,Squared,AYB,Inferno,1,0
2017-08-03,EnVyUs Academy,WySix,Nuke,0,1
2017-08-01,WySix,Playing Ducks,Cobblestone,1,0
2017-08-01,PENTA,iGame.com,Cobblestone,1,0
2017-08-03,Snabbabrillor,30minuter,Overpass,0,1
2017-08-03,WySix,EnVyUs Academy,Train,0,1
2017-08-02,District 7,Pnda,Overpass,1,0
2017-08-02,Signature,TheMongolz,Mirage,1,0
2017-08-02,Signature,TheMongolz,Train,0,1
2017-08-02,Signature,TheMongolz,Overpass,0,1
2017-08-02,eXtatus,Imperial,Inferno,1,0
2017-08-02,Bpro,iGame.com,Train,1,0
2017-08-02,Chiefs,BOOT-d[S],Train,1,0
2017-08-02,BOOT-d[S],Chiefs,Cache,1,0
2017-08-02,BOOT-d[S],Chiefs,Cobblestone,0,1
2017-08-02,GoodJob,AVANGAR,Overpass,0,1
2017-08-02,AVANGAR,GoodJob,Cache,1,0
2017-08-02,Outlaws,Nemiga,Overpass,1,0
2017-08-02,OPAA,EnVyUs Academy,Inferno,0,1
2017-08-03,Snabbabrillor,30minuter,Mirage,0,1
2017-08-03,EnVyUs Academy,Gatekeepers,Train,0,1
2017-08-03,EnVyUs Academy,Gatekeepers,Mirage,0,1
2017-08-03,Squared,Outlaws,Train,0,1
2017-08-03,Squared,GoodJob,Cobblestone,0,1
2017-08-04,Black Dragons,TeamOne,Cache,0,1
2017-08-04,TeamOne,Black Dragons,Mirage,1,0
2017-08-03,Gux & Friends,Gatekeepers,Train,1,0
2017-08-02,WySix,PRIDE,Nuke,1,0
2017-08-04,Glacon,Isurus,Nuke,0,1
2017-08-03,Gatekeepers,Gux & Friends,Cobblestone,1,0
2017-08-02,Gux & Friends,Forcebuy,Mirage,0,1
2017-08-02,eXtatus,PENTA,Mirage,1,0
2017-08-02,undefined,iGame.com,Inferno,0,1
2017-08-02,forZe,GameplayDNA,Cobblestone,1,0
2017-08-02,forZe,GameplayDNA,Train,0,1
2017-08-02,GameplayDNA,forZe,Overpass,1,0
2017-08-04,Glacon,Isurus,Inferno,0,1
2017-08-04,Mythic,subtLe,Overpass,0,1
2017-08-03,Gux & Friends,Gatekeepers,Inferno,0,1
2017-08-02,WySix,Forcebuy,Overpass,1,0
2017-08-04,hookahlike,Keyd,Overpass,1,0
2017-08-03,30minuter,ASLACK123,Mirage,1,0
2017-08-02,Gux & Friends,PRIDE,Train,1,0
2017-08-02,Refuse,Quantum Bellator Fire,Cobblestone,1,0
2017-08-04,hookahlike,Keyd,Inferno,0,1
2017-08-03,30minuter,ASLACK123,Nuke,1,0
2017-08-03,Snabbabrillor,Luxul,Inferno,0,1
2017-08-03,Snabbabrillor,Luxul,Cache,1,0
2017-08-03,Snabbabrillor,Luxul,Train,1,0
2017-08-02,FUKS-B,eSuba,Inferno,0,1
2017-08-04,Keyd,hookahlike,Cobblestone,1,0
2017-08-04,BOOT-d[S],Eclipse.o,Cache,1,0
2017-08-04,BOOT-d[S],Eclipse.o,Inferno,1,0
2017-08-04,EHOME,ViCi,Inferno,0,1
2017-08-04,ViCi,EHOME,Overpass,1,0
2017-08-03,Outlaws,AYB,Cobblestone,1,0
2017-08-04,Nemiga,FUKS-B,Cobblestone,1,0
2017-08-04,Nemiga,Bpro,Train,0,1
2017-08-04,Imperial,Comanche,Mirage,0,1
2017-08-03,Squared,Temp.no,Train,0,1
2017-08-03,AVANGAR,TTFU,Mirage,1,0
2017-08-04,Temp.no,GoodJob,Overpass,0,1
2017-08-04,Fraternitas,Gux & Friends,Mirage,0,1
2017-08-04,Comanche,Gux & Friends,Mirage,1,0
2017-08-04,Fraternitas,Imperial,Overpass,0,1
2017-08-04,eXtatus,GoodJob,Overpass,1,0
2017-08-04,Imperial,Gux & Friends,Mirage,1,0
2017-08-05,UTM,Rebellion,Cache,0,1
2017-08-05,Noxide,Tainted Minds,Cache,0,1
2017-08-05,Noxide,Tainted Minds,Mirage,0,1
2017-08-05,Riotous Raccoons,Kings,Mirage,0,1
2017-08-05,Kings,Riotous Raccoons,Train,1,0
2017-08-05,Legacy,AVANT,Inferno,0,1
2017-08-05,AVANT,Legacy,Train,0,1
2017-08-05,AVANT,Legacy,Overpass,0,1
2017-08-05,Athletico,KiD,Inferno,1,0
2017-08-05,Athletico,KiD,Mirage,1,0
2017-08-05,UTM,Rebellion,Cobblestone,0,1
2017-08-05,Riotous Raccoons,Noxide,Cache,1,0
2017-08-05,Noxide,Riotous Raccoons,Inferno,0,1
2017-08-05,Tainted Minds,Kings,Overpass,0,1
2017-08-05,Kings,Tainted Minds,Cache,1,0
2017-08-05,KiD,AVANT,Cache,1,0
2017-08-05,KiD,AVANT,Inferno,0,1
2017-08-06,Riotous Raccoons,Athletico,Mirage,0,1
2017-08-06,Tainted Minds,AVANT,Inferno,0,1
2017-08-06,AVANT,Tainted Minds,Mirage,1,0
2017-08-06,Kings,Legacy,Train,1,0
2017-08-06,Legacy,Kings,Overpass,0,1
2017-08-05,AVANT,KiD,Cobblestone,1,0
2017-08-05,Athletico,Legacy,Overpass,0,1
2017-08-05,Legacy,Athletico,Cache,1,0
2017-08-06,Rebellion,UTM,Cache,0,1
2017-08-05,Sabertooth,24BHB,Cache,1,0
2017-08-06,Rebellion,UTM,Mirage,0,1
2017-08-06,Athletico,AVANT,Cobblestone,1,0
2017-08-06,AVANT,Athletico,Cache,0,1
2017-08-06,Legacy,Athletico,Cache,0,1
2017-08-06,Athletico,Legacy,Overpass,1,0
2017-08-05,24BHB,Sabertooth,Train,0,1
2017-08-05,UYA,EMP,Mirage,1,0
2017-08-05,EMP,UYA,Cache,0,1
2017-08-05,Alpha,VITALIS,Overpass,0,1
2017-08-05,UTM,24BHB,Mirage,1,0
2017-08-06,Sabertooth,UTM,Cache,0,1
2017-08-05,SUPERTEAM,HAVU,Overpass,0,1
2017-08-06,Sabertooth,UTM,Inferno,1,0
2017-08-05,Rebellion,Sabertooth,Cobblestone,0,1
2017-08-06,Sabertooth,UTM,Cobblestone,1,0
2017-08-05,Sabertooth,Rebellion,Overpass,1,0
2017-08-05,Endpoint,Epsilon,Inferno,0,1
2017-08-05,Epsilon,Endpoint,Cache,1,0
2017-08-05,VITALIS,HAVU,Overpass,0,1
2017-08-06,SemperX,Entity,Inferno,0,1
2017-08-05,SUPERTEAM,Alpha,Inferno,0,1
2017-08-05,EnVyUs Academy,exceL,Train,1,0
2017-08-05,EnVyUs Academy,exceL,Inferno,1,0
2017-08-05,Imperial,PRIDE,Mirage,0,1
2017-08-06,Entity,SemperX,Nuke,1,0
2017-08-06,JMD,Brutality,Overpass,0,1
2017-08-06,Brutality,JMD,Inferno,1,0
2017-08-06,Gatekeepers,Nemiga,Mirage,0,1
2017-08-06,Gatekeepers,Nemiga,Cobblestone,0,1
2017-08-06,Quantum Bellator Fire,OPAA,Inferno,1,0
2017-08-06,GoodJob,eXtatus,Mirage,0,1
2017-08-06,eXtatus,GoodJob,Cobblestone,1,0
2017-08-07,Flash,Invictus,Cache,1,0
2017-08-07,Flash,Invictus,Cobblestone,1,0
2017-08-07,Quantum Bellator Fire,Refuse,Cobblestone,1,0
2017-08-07,Refuse,Quantum Bellator Fire,Train,1,0
2017-08-07,Quantum Bellator Fire,Refuse,Mirage,0,1
2017-08-05,SemperX,Brutality,Cache,1,0
2017-08-05,eSuba,GoodJob,Overpass,0,1
2017-08-05,eSuba,GoodJob,Cache,0,1
2017-08-05,HAVU,iGame.com,Inferno,1,0
2017-08-05,HAVU,iGame.com,Nuke,1,0
2017-08-08,Green Crosshair,MVP PK,Cache,0,1
2017-08-05,Alpha,VITALIS,Cache,0,1
2017-08-08,Green Crosshair,MVP PK,Nuke,0,1
2017-08-08,Grayhound,AVANT,Overpass,1,0
2017-08-08,AVANT,Grayhound,Inferno,0,1
2017-08-08,Tainted Minds,Legacy,Train,1,0
2017-08-08,Tainted Minds,Legacy,Cobblestone,0,1
2017-08-08,Tainted Minds,Legacy,Cache,1,0
2017-08-08,AVANGAR,Quantum Bellator Fire,Mirage,1,0
2017-08-08,Quantum Bellator Fire,AVANGAR,Train,1,0
2017-08-08,AVANGAR,Quantum Bellator Fire,Cobblestone,0,1
2017-08-08,Gatekeepers,iGame.com,Inferno,0,1
2017-08-05,PANTHERS,Planetkey,Mirage,1,0
2017-08-09,LDDM,Keyd,Mirage,0,1
2017-08-05,PANTHERS,Planetkey,Overpass,1,0
2017-08-09,Keyd,LDDM,Cache,1,0
2017-08-05,AFCA,mCon,Inferno,1,0
2017-08-09,QuetzaL,Bee's Money Crew,Mirage,0,1
2017-08-05,AFCA,mCon,Train,1,0
2017-08-05,Entity,JMD,Nuke,1,0
2017-08-05,Reason,Method,Cobblestone,1,0
2017-08-05,Method,Reason,Mirage,1,0
2017-08-05,ALTERNATE aTTaX,EURONICS,Overpass,1,0
2017-08-05,ALTERNATE aTTaX,EURONICS,Nuke,0,1
2017-08-05,ALTERNATE aTTaX,EURONICS,Train,0,1
2017-08-05,HAVU,VITALIS,Mirage,1,0
2017-08-05,VITALIS,HAVU,Inferno,0,1
2017-08-05,Bpro,eXtatus,Train,0,1
2017-08-05,eXtatus,Bpro,Cobblestone,1,0
2017-08-05,Prophecy,Infused,Mirage,0,1
2017-08-05,Prophecy,Infused,Cobblestone,0,1
2017-08-06,Athletico,Riotous Raccoons,Overpass,1,0
2017-08-09,QuetzaL,Bee's Money Crew,Cobblestone,0,1
2017-08-09,Funkd,Chiefs,Inferno,0,1
2017-08-09,Chiefs,Funkd,Overpass,1,0
2017-08-09,Bulldozer,Project_Polygon,Cache,1,0
2017-08-09,Project_Polygon,Bulldozer,Train,0,1
2017-08-09,iGame.com,EnVyUs Academy,Inferno,1,0
2017-08-09,undefined,Gatekeepers,Inferno,0,1
2017-08-10,BLUEJAYS,attackiereN,Mirage,0,1
